MOL_1,MOL_2,logV
CCCCCCCCC,COC(=O)c1ccccc1,-7.3326
COC(=O)c1ccccc1,CCCCCCCCC,-6.91016
CCCCCCCCC,COC(=O)c1ccccc1,-7.36538
COC(=O)c1ccccc1,CCCCCCCCC,-6.7631
CCCCCCCCC,COC(=O)c1ccccc1,-7.37531
COC(=O)c1ccccc1,CCCCCCCCC,-6.73329
CCCCCCCCC,COC(=O)c1ccccc1,-7.41661
COC(=O)c1ccccc1,CCCCCCCCC,-6.64105
CCCCCCCCC,COC(=O)c1ccccc1,-7.46526
COC(=O)c1ccccc1,CCCCCCCCC,-6.56853
CCCCCCCCC,COC(=O)c1ccccc1,-7.51932
COC(=O)c1ccccc1,CCCCCCCCC,-6.5115
CCCCCCCCC,COC(=O)c1ccccc1,-7.56921
COC(=O)c1ccccc1,CCCCCCCCC,-6.47187
CCCCCCCCC,COC(=O)c1ccccc1,-7.65579
COC(=O)c1ccccc1,CCCCCCCCC,-6.42134
CCCCCCCCC,COC(=O)c1ccccc1,-7.77143
COC(=O)c1ccccc1,CCCCCCCCC,-6.37631
CCCCCCCCC,COC(=O)c1ccccc1,-7.85766
COC(=O)c1ccccc1,CCCCCCCCC,-6.35365
CCCCCCCCC,COC(=O)c1ccccc1,-7.96417
COC(=O)c1ccccc1,CCCCCCCCC,-6.33472
CCCCCCCCC,COC(=O)c1ccccc1,-8.07749
COC(=O)c1ccccc1,CCCCCCCCC,-6.32295
CCCCCCCCC,COC(=O)c1ccccc1,-7.38209
COC(=O)c1ccccc1,CCCCCCCCC,-7.13911
COC(=O)c1ccccc1,CCCCCCCCC,-6.41849
CCCCCCCCC,COC(=O)c1ccccc1,-7.37948
CCCCCCCCC,COC(=O)c1ccccc1,-7.39665
COC(=O)c1ccccc1,CCCCCCCCC,-6.9883
CCCCCCCCC,COC(=O)c1ccccc1,-7.41837
COC(=O)c1ccccc1,CCCCCCCCC,-6.88087
CCCCCCCCC,COC(=O)c1ccccc1,-7.45398
COC(=O)c1ccccc1,CCCCCCCCC,-6.77649
CCCCCCCCC,COC(=O)c1ccccc1,-7.50426
COC(=O)c1ccccc1,CCCCCCCCC,-6.68563
CCCCCCCCC,COC(=O)c1ccccc1,-7.55245
COC(=O)c1ccccc1,CCCCCCCCC,-6.62703
CCCCCCCCC,COC(=O)c1ccccc1,-7.644
COC(=O)c1ccccc1,CCCCCCCCC,-6.553
CCCCCCCCC,COC(=O)c1ccccc1,-7.69219
COC(=O)c1ccccc1,CCCCCCCCC,-6.5255
CCCCCCCCC,COC(=O)c1ccccc1,-7.85258
COC(=O)c1ccccc1,CCCCCCCCC,-6.46534
CCCCCCCCC,COC(=O)c1ccccc1,-7.9959
COC(=O)c1ccccc1,CCCCCCCCC,-6.43655
CCCCCCCCC,COC(=O)c1ccccc1,-8.1233
COC(=O)c1ccccc1,CCCCCCCCC,-6.42334
CCCCCCCCC,COC(=O)c1ccccc1,-7.44453
COC(=O)c1ccccc1,CCCCCCCCC,-7.19854
COC(=O)c1ccccc1,CCCCCCCCC,-6.51164
CCCCCCCCC,COC(=O)c1ccccc1,-7.44184
CCCCCCCCC,COC(=O)c1ccccc1,-7.45174
COC(=O)c1ccccc1,CCCCCCCCC,-7.10854
CCCCCCCCC,COC(=O)c1ccccc1,-7.4868
COC(=O)c1ccccc1,CCCCCCCCC,-6.92794
CCCCCCCCC,COC(=O)c1ccccc1,-7.5134
COC(=O)c1ccccc1,CCCCCCCCC,-6.85477
CCCCCCCCC,COC(=O)c1ccccc1,-7.55884
COC(=O)c1ccccc1,CCCCCCCCC,-6.77158
CCCCCCCCC,COC(=O)c1ccccc1,-7.60398
COC(=O)c1ccccc1,CCCCCCCCC,-6.71534
CCCCCCCCC,COC(=O)c1ccccc1,-7.69053
COC(=O)c1ccccc1,CCCCCCCCC,-6.64377
CCCCCCCCC,COC(=O)c1ccccc1,-7.76506
COC(=O)c1ccccc1,CCCCCCCCC,-6.60307
CCCCCCCCC,COC(=O)c1ccccc1,-7.88476
COC(=O)c1ccccc1,CCCCCCCCC,-6.55999
CCCCCCCCC,COC(=O)c1ccccc1,-8.04375
COC(=O)c1ccccc1,CCCCCCCCC,-6.52807
CCCCCCCCC,COC(=O)c1ccccc1,-8.14577
COC(=O)c1ccccc1,CCCCCCCCC,-6.51745
CCCCCCCCC,COC(=O)c1ccccc1,-7.56222
COC(=O)c1ccccc1,CCCCCCCCC,-7.30345
COC(=O)c1ccccc1,CCCCCCCCC,-6.67825
CCCCCCCCC,COC(=O)c1ccccc1,-7.55951
CCCCCCCCC,COC(=O)c1ccccc1,-7.58285
COC(=O)c1ccccc1,CCCCCCCCC,-7.13337
CCCCCCCCC,COC(=O)c1ccccc1,-7.58893
COC(=O)c1ccccc1,CCCCCCCCC,-7.10547
CCCCCCCCC,COC(=O)c1ccccc1,-7.63751
COC(=O)c1ccccc1,CCCCCCCCC,-6.96723
CCCCCCCCC,COC(=O)c1ccccc1,-7.66693
COC(=O)c1ccccc1,CCCCCCCCC,-6.9168
CCCCCCCCC,COC(=O)c1ccccc1,-7.71478
COC(=O)c1ccccc1,CCCCCCCCC,-6.85837
CCCCCCCCC,COC(=O)c1ccccc1,-7.75809
COC(=O)c1ccccc1,CCCCCCCCC,-6.82036
CCCCCCCCC,COC(=O)c1ccccc1,-7.81666
COC(=O)c1ccccc1,CCCCCCCCC,-6.78238
CCCCCCCCC,COC(=O)c1ccccc1,-7.84637
COC(=O)c1ccccc1,CCCCCCCCC,-6.76718
CCCCCCCCC,COC(=O)c1ccccc1,-7.91783
COC(=O)c1ccccc1,CCCCCCCCC,-6.73841
CCCCCCCCC,COC(=O)c1ccccc1,-7.97915
COC(=O)c1ccccc1,CCCCCCCCC,-6.7202
CCCCCCCCC,COC(=O)c1ccccc1,-8.07
COC(=O)c1ccccc1,CCCCCCCCC,-6.70101
CCCCCCCCC,COC(=O)c1ccccc1,-8.13507
COC(=O)c1ccccc1,CCCCCCCCC,-6.6916
CCCCCCCCC,COC(=O)c1ccccc1,-8.23012
COC(=O)c1ccccc1,CCCCCCCCC,-6.68284
CCCCCCCCC,COC(=O)c1ccccc1,-8.25698
COC(=O)c1ccccc1,CCCCCCCCC,-6.68126
CCCCCCCCO,CCCCCCCCCCC,-4.75771
CCCCCCCCCCC,CCCCCCCCO,-7.43359
CCCCCCCCCCC,CCCCCCCCO,-6.75317
CCCCCCCCO,CCCCCCCCCCC,-4.70657
CCCCCCCCO,CCCCCCCCCCC,-4.86703
CCCCCCCCCCC,CCCCCCCCO,-7.23073
CCCCCCCCO,CCCCCCCCCCC,-5.01226
CCCCCCCCCCC,CCCCCCCCO,-7.05167
CCCCCCCCO,CCCCCCCCCCC,-5.17055
CCCCCCCCCCC,CCCCCCCCO,-6.92038
CCCCCCCCO,CCCCCCCCCCC,-5.31518
CCCCCCCCCCC,CCCCCCCCO,-6.84065
CCCCCCCCO,CCCCCCCCCCC,-5.45807
CCCCCCCCCCC,CCCCCCCCO,-6.79172
CCCCCCCCO,CCCCCCCCCCC,-5.61105
CCCCCCCCCCC,CCCCCCCCO,-6.76466
CCCCCCCCO,CCCCCCCCCCC,-4.87995
CCCCCCCCCCC,CCCCCCCCO,-7.7109
CCCCCCCCCCC,CCCCCCCCO,-6.83684
CCCCCCCCO,CCCCCCCCCCC,-4.89101
CCCCCCCCO,CCCCCCCCCCC,-4.89107
CCCCCCCCCCC,CCCCCCCCO,-7.66314
CCCCCCCCO,CCCCCCCCCCC,-4.95478
CCCCCCCCCCC,CCCCCCCCO,-7.47594
CCCCCCCCO,CCCCCCCCCCC,-5.06725
CCCCCCCCCCC,CCCCCCCCO,-7.26667
CCCCCCCCO,CCCCCCCCCCC,-5.20582
CCCCCCCCCCC,CCCCCCCCO,-7.09536
CCCCCCCCO,CCCCCCCCCCC,-5.34407
CCCCCCCCCCC,CCCCCCCCO,-6.98032
CCCCCCCCO,CCCCCCCCCCC,-5.45945
CCCCCCCCCCC,CCCCCCCCO,-6.91654
CCCCCCCCO,CCCCCCCCCCC,-5.57309
CCCCCCCCCCC,CCCCCCCCO,-6.87781
CCCCCCCCO,CCCCCCCCCCC,-5.72605
CCCCCCCCCCC,CCCCCCCCO,-6.8513
CCCCCCCCO,CCCCCCCCCCC,-5.05618
CCCCCCCCCCC,CCCCCCCCO,-7.77582
CCCCCCCCCCC,CCCCCCCCO,-6.91641
CCCCCCCCO,CCCCCCCCCCC,-5.06627
CCCCCCCCO,CCCCCCCCCCC,-5.07047
CCCCCCCCCCC,CCCCCCCCO,-7.70988
CCCCCCCCO,CCCCCCCCCCC,-5.13727
CCCCCCCCCCC,CCCCCCCCO,-7.51298
CCCCCCCCO,CCCCCCCCCCC,-5.249
CCCCCCCCCCC,CCCCCCCCO,-7.30471
CCCCCCCCO,CCCCCCCCCCC,-5.37943
CCCCCCCCCCC,CCCCCCCCO,-7.14314
CCCCCCCCO,CCCCCCCCCCC,-5.50056
CCCCCCCCCCC,CCCCCCCCO,-7.04205
CCCCCCCCO,CCCCCCCCCCC,-5.59363
CCCCCCCCCCC,CCCCCCCCO,-6.99048
CCCCCCCCO,CCCCCCCCCCC,-5.6863
CCCCCCCCCCC,CCCCCCCCO,-6.95907
CCCCCCCCO,CCCCCCCCCCC,-5.83946
CCCCCCCCCCC,CCCCCCCCO,-6.9329
CCCCCCCCO,CCCCCCCCCCC,-5.22393
CCCCCCCCCCC,CCCCCCCCO,-7.82133
CCCCCCCCCCC,CCCCCCCCO,-6.99225
CCCCCCCCO,CCCCCCCCCCC,-5.233
CCCCCCCCO,CCCCCCCCCCC,-5.24006
CCCCCCCCCCC,CCCCCCCCO,-7.74433
CCCCCCCCO,CCCCCCCCCCC,-5.30712
CCCCCCCCCCC,CCCCCCCCO,-7.54631
CCCCCCCCO,CCCCCCCCCCC,-5.4152
CCCCCCCCCCC,CCCCCCCCO,-7.34458
CCCCCCCCO,CCCCCCCCCCC,-5.53654
CCCCCCCCCCC,CCCCCCCCO,-7.19403
CCCCCCCCO,CCCCCCCCCCC,-5.64315
CCCCCCCCCCC,CCCCCCCCO,-7.10486
CCCCCCCCO,CCCCCCCCCCC,-5.71968
CCCCCCCCCCC,CCCCCCCCO,-7.06238
CCCCCCCCO,CCCCCCCCCCC,-5.79808
CCCCCCCCCCC,CCCCCCCCO,-7.03597
CCCCCCCCO,CCCCCCCCCCC,-5.95144
CCCCCCCCCCC,CCCCCCCCO,-7.01001
CCCCCCCCO,CCCCCCCCCCC,-5.38381
CCCCCCCCCCC,CCCCCCCCO,-7.85301
CCCCCCCCCCC,CCCCCCCCO,-7.06468
CCCCCCCCO,CCCCCCCCCCC,-5.39182
CCCCCCCCO,CCCCCCCCCCC,-5.40081
CCCCCCCCCCC,CCCCCCCCO,-7.77017
CCCCCCCCO,CCCCCCCCCCC,-5.46602
CCCCCCCCCCC,CCCCCCCCO,-7.57731
CCCCCCCCO,CCCCCCCCCCC,-5.56839
CCCCCCCCCCC,CCCCCCCCO,-7.38607
CCCCCCCCO,CCCCCCCCCCC,-5.68018
CCCCCCCCCCC,CCCCCCCCO,-7.24721
CCCCCCCCO,CCCCCCCCCCC,-5.77459
CCCCCCCCCCC,CCCCCCCCO,-7.16813
CCCCCCCCO,CCCCCCCCCCC,-5.83928
CCCCCCCCCCC,CCCCCCCCO,-7.13217
CCCCCCCCO,CCCCCCCCCCC,-5.90875
CCCCCCCCCCC,CCCCCCCCO,-7.10891
CCCCCCCCO,CCCCCCCCCCC,-6.06216
CCCCCCCCCCC,CCCCCCCCO,-7.08308
CCCCCCCCO,CCCCCCCCCCC,-5.53636
CCCCCCCCCCC,CCCCCCCCO,-7.87571
CCCCCCCCCCC,CCCCCCCCO,-7.13398
CCCCCCCCO,CCCCCCCCCCC,-5.54327
CCCCCCCCO,CCCCCCCCCCC,-5.55356
CCCCCCCCCCC,CCCCCCCCO,-7.79061
CCCCCCCCO,CCCCCCCCCCC,-5.61551
CCCCCCCCCCC,CCCCCCCCO,-7.60719
CCCCCCCCO,CCCCCCCCCCC,-5.71085
CCCCCCCCCCC,CCCCCCCCO,-7.42896
CCCCCCCCO,CCCCCCCCCCC,-5.81305
CCCCCCCCCCC,CCCCCCCCO,-7.30193
CCCCCCCCO,CCCCCCCCCCC,-5.89729
CCCCCCCCCCC,CCCCCCCCO,-7.23129
CCCCCCCCO,CCCCCCCCCCC,-5.95395
CCCCCCCCCCC,CCCCCCCCO,-7.1998
CCCCCCCCO,CCCCCCCCCCC,-6.01859
CCCCCCCCCCC,CCCCCCCCO,-7.17826
CCCCCCCCO,CCCCCCCCCCC,-6.17175
CCCCCCCCCCC,CCCCCCCCO,-7.15252
CCCCCCCCO,CCCCCCCCCCC,-5.68208
CCCCCCCCCCC,CCCCCCCCO,-7.89365
CCCCCCCCCCC,CCCCCCCCO,-7.20042
CCCCCCCCO,CCCCCCCCCCC,-5.68785
CCCCCCCCO,CCCCCCCCCCC,-5.69908
CCCCCCCCCCC,CCCCCCCCO,-7.80842
CCCCCCCCO,CCCCCCCCCCC,-5.75692
CCCCCCCCCCC,CCCCCCCCO,-7.63698
CCCCCCCCO,CCCCCCCCCCC,-5.84458
CCCCCCCCCCC,CCCCCCCCO,-7.47305
CCCCCCCCO,CCCCCCCCCCC,-5.93749
CCCCCCCCCCC,CCCCCCCCO,-7.35753
CCCCCCCCO,CCCCCCCCCCC,-6.0134
CCCCCCCCCCC,CCCCCCCCO,-7.29386
CCCCCCCCO,CCCCCCCCCCC,-6.06499
CCCCCCCCCCC,CCCCCCCCO,-7.26522
CCCCCCCCO,CCCCCCCCCCC,-6.12784
CCCCCCCCCCC,CCCCCCCCO,-7.24435
CCCCCCCCO,CCCCCCCCCCC,-6.28032
CCCCCCCCCCC,CCCCCCCCO,-7.21871
CCCCCCCCO,CCCCCCCCCCC,-4.28282
CCCCCCCCCCC,CCCCCCCCO,-7.40414
CCCCCCCCCCC,CCCCCCCCO,-6.57182
CCCCCCCCO,CCCCCCCCCCC,-4.30714
CCCCCCCCO,CCCCCCCCCCC,-4.39764
CCCCCCCCCCC,CCCCCCCCO,-7.16616
CCCCCCCCO,CCCCCCCCCCC,-4.54913
CCCCCCCCCCC,CCCCCCCCO,-6.98093
CCCCCCCCO,CCCCCCCCCCC,-4.75773
CCCCCCCCCCC,CCCCCCCCO,-6.80921
CCCCCCCCO,CCCCCCCCCCC,-4.98718
CCCCCCCCCCC,CCCCCCCCO,-6.68334
CCCCCCCCO,CCCCCCCCCCC,-5.22079
CCCCCCCCCCC,CCCCCCCCO,-6.60288
CCCCCCCCO,CCCCCCCCCCC,-5.37536
CCCCCCCCCCC,CCCCCCCCO,-6.57383
CCCCCCCCO,CCCCCCCCCCC,-4.49934
CCCCCCCCCCC,CCCCCCCCO,-7.4966
CCCCCCCCCCC,CCCCCCCCO,-6.66499
CCCCCCCCO,CCCCCCCCCCC,-4.51221
CCCCCCCCO,CCCCCCCCCCC,-4.4985
CCCCCCCCCCC,CCCCCCCCO,-7.51543
CCCCCCCCO,CCCCCCCCCCC,-4.54389
CCCCCCCCCCC,CCCCCCCCO,-7.38409
CCCCCCCCO,CCCCCCCCCCC,-4.64507
CCCCCCCCCCC,CCCCCCCCO,-7.19713
CCCCCCCCO,CCCCCCCCCCC,-4.79485
CCCCCCCCCCC,CCCCCCCCO,-7.01312
CCCCCCCCO,CCCCCCCCCCC,-4.97645
CCCCCCCCCCC,CCCCCCCCO,-6.86304
CCCCCCCCO,CCCCCCCCCCC,-5.1586
CCCCCCCCCCC,CCCCCCCCO,-6.76288
CCCCCCCCO,CCCCCCCCCCC,-5.3408
CCCCCCCCCCC,CCCCCCCCO,-6.70028
CCCCCCCCO,CCCCCCCCCCC,-5.49423
CCCCCCCCCCC,CCCCCCCCO,-6.6724
CCCCCCCCO,CCCCCCCCCCC,-4.69458
CCCCCCCCCCC,CCCCCCCCO,-7.62025
CCCCCCCCO,CCCCCCCCCCC,-4.70081
CCCCCCCCCCC,CCCCCCCCO,-7.59993
CCCCCCCCO,CCCCCCCCCCO,-4.24533
CCCCCCCCCCO,CCCCCCCCO,-3.81693
CCCCCCCCCCO,CCCCCCCCO,-3.81749
CCCCCCCCO,CCCCCCCCCCO,-4.30714
CCCCCCCCO,CCCCCCCCCCO,-4.25586
CCCCCCCCCCO,CCCCCCCCO,-3.81506
CCCCCCCCO,CCCCCCCCCCO,-4.26607
CCCCCCCCCCO,CCCCCCCCO,-3.81164
CCCCCCCCO,CCCCCCCCCCO,-4.27554
CCCCCCCCCCO,CCCCCCCCO,-3.80652
CCCCCCCCO,CCCCCCCCCCO,-4.28419
CCCCCCCCCCO,CCCCCCCCO,-3.79943
CCCCCCCCO,CCCCCCCCCCO,-4.29177
CCCCCCCCCCO,CCCCCCCCO,-3.79017
CCCCCCCCO,CCCCCCCCCCO,-4.29818
CCCCCCCCCCO,CCCCCCCCO,-3.77827
CCCCCCCCO,CCCCCCCCCCO,-4.30301
CCCCCCCCCCO,CCCCCCCCO,-3.76375
CCCCCCCCO,CCCCCCCCCCO,-4.30607
CCCCCCCCCCO,CCCCCCCCO,-3.74638
CCCCCCCCO,CCCCCCCCCCO,-4.44146
CCCCCCCCCCO,CCCCCCCCO,-4.04103
CCCCCCCCCCO,CCCCCCCCO,-4.04209
CCCCCCCCO,CCCCCCCCCCO,-4.51221
CCCCCCCCO,CCCCCCCCCCO,-4.45892
CCCCCCCCCCO,CCCCCCCCO,-4.03797
CCCCCCCCO,CCCCCCCCCCO,-4.4735
CCCCCCCCCCO,CCCCCCCCO,-4.03312
CCCCCCCCO,CCCCCCCCCCO,-4.48516
CCCCCCCCCCO,CCCCCCCCO,-4.02685
CCCCCCCCO,CCCCCCCCCCO,-4.49439
CCCCCCCCCCO,CCCCCCCCO,-4.01932
CCCCCCCCO,CCCCCCCCCCO,-4.5014
CCCCCCCCCCO,CCCCCCCCO,-4.0108
CCCCCCCCO,CCCCCCCCCCO,-4.50652
CCCCCCCCCCO,CCCCCCCCO,-4.00134
CCCCCCCCO,CCCCCCCCCCO,-4.50985
CCCCCCCCCCO,CCCCCCCCO,-3.99139
CCCCCCCCO,CCCCCCCCCCO,-4.51166
CCCCCCCCCCO,CCCCCCCCO,-3.98119
CCCCCCCCO,CCCCCCCCCCO,-4.63073
CCCCCCCCCCO,CCCCCCCCO,-4.25405
CCCCCCCCCCO,CCCCCCCCO,-4.2553
CCCCCCCCO,CCCCCCCCCCO,-4.70657
CCCCCCCCO,CCCCCCCCCCO,-4.65093
CCCCCCCCCCO,CCCCCCCCO,-4.25051
CCCCCCCCO,CCCCCCCCCCO,-4.66734
CCCCCCCCCCO,CCCCCCCCO,-4.24506
CCCCCCCCO,CCCCCCCCCCO,-4.68007
CCCCCCCCCCO,CCCCCCCCO,-4.23822
CCCCCCCCO,CCCCCCCCCCO,-4.68978
CCCCCCCCCCO,CCCCCCCCO,-4.23031
CCCCCCCCO,CCCCCCCCCCO,-4.69683
CCCCCCCCCCO,CCCCCCCCO,-4.22175
CCCCCCCCO,CCCCCCCCCCO,-4.70172
CCCCCCCCCCO,CCCCCCCCO,-4.21275
CCCCCCCCO,CCCCCCCCCCO,-4.70468
CCCCCCCCCCO,CCCCCCCCO,-4.20393
CCCCCCCCO,CCCCCCCCCCO,-4.81335
CCCCCCCCCCO,CCCCCCCCO,-4.45662
CCCCCCCCCCO,CCCCCCCCO,-4.45785
CCCCCCCCO,CCCCCCCCCCO,-4.89101
CCCCCCCCO,CCCCCCCCCCO,-4.8333
CCCCCCCCCCO,CCCCCCCCO,-4.45313
CCCCCCCCO,CCCCCCCCCCO,-4.84972
CCCCCCCCCCO,CCCCCCCCO,-4.44767
CCCCCCCCO,CCCCCCCCCCO,-4.86264
CCCCCCCCCCO,CCCCCCCCO,-4.44072
CCCCCCCCO,CCCCCCCCCCO,-4.87267
CCCCCCCCCCO,CCCCCCCCO,-4.43254
CCCCCCCCO,CCCCCCCCCCO,-4.88012
CCCCCCCCCCO,CCCCCCCCO,-4.4235
CCCCCCCCO,CCCCCCCCCCO,-4.88543
CCCCCCCCCCO,CCCCCCCCO,-4.41372
CCCCCCCCO,CCCCCCCCCCO,-4.88876
CCCCCCCCCCO,CCCCCCCCO,-4.40378
CCCCCCCCO,CCCCCCCCCCO,-4.8905
CCCCCCCCCCO,CCCCCCCCO,-4.394
CCCCCCCCO,CCCCCCCCCCO,-4.98954
CCCCCCCCCCO,CCCCCCCCO,-4.64934
CCCCCCCCCCO,CCCCCCCCO,-4.65041
CCCCCCCCO,CCCCCCCCCCO,-5.06627
CCCCCCCCO,CCCCCCCCCCO,-5.0073
CCCCCCCCCCO,CCCCCCCCO,-4.64623
CCCCCCCCO,CCCCCCCCCCO,-5.02248
CCCCCCCCCCO,CCCCCCCCO,-4.64117
CCCCCCCCO,CCCCCCCCCCO,-5.03495
CCCCCCCCCCO,CCCCCCCCO,-4.63445
CCCCCCCCO,CCCCCCCCCCO,-5.0451
CCCCCCCCCCO,CCCCCCCCO,-4.62616
CCCCCCCCO,CCCCCCCCCCO,-5.05307
CCCCCCCCCCO,CCCCCCCCO,-4.61647
CCCCCCCCO,CCCCCCCCCCO,-5.0591
CCCCCCCCCCO,CCCCCCCCO,-4.60531
CCCCCCCCO,CCCCCCCCCCO,-5.06319
CCCCCCCCCCO,CCCCCCCCO,-4.59308
CCCCCCCCO,CCCCCCCCCCO,-5.06552
CCCCCCCCCCO,CCCCCCCCO,-4.57991
CCCCCCCCO,CCCCCCCCCCO,-5.15952
CCCCCCCCCCO,CCCCCCCCO,-4.83277
CCCCCCCCCCO,CCCCCCCCO,-4.8336
CCCCCCCCO,CCCCCCCCCCO,-5.233
CCCCCCCCO,CCCCCCCCCCO,-5.17404
CCCCCCCCCCO,CCCCCCCCO,-4.83021
CCCCCCCCO,CCCCCCCCCCO,-5.18725
CCCCCCCCCCO,CCCCCCCCO,-4.8258
CCCCCCCCO,CCCCCCCCCCO,-5.19881
CCCCCCCCCCO,CCCCCCCCO,-4.81956
CCCCCCCCO,CCCCCCCCCCO,-5.20885
CCCCCCCCCCO,CCCCCCCCO,-4.81134
CCCCCCCCO,CCCCCCCCCCO,-5.21724
CCCCCCCCCCO,CCCCCCCCO,-4.80111
CCCCCCCCO,CCCCCCCCCCO,-5.22405
CCCCCCCCCCO,CCCCCCCCO,-4.7885
CCCCCCCCO,CCCCCCCCCCO,-5.22897
CCCCCCCCCCO,CCCCCCCCO,-4.77371
CCCCCCCCO,CCCCCCCCCCO,-5.23198
CCCCCCCCCCO,CCCCCCCCO,-4.75664
CCCCCCCCO,CCCCCCCCCCO,-5.32348
CCCCCCCCCCO,CCCCCCCCO,-5.00742
CCCCCCCCCCO,CCCCCCCCO,-5.008
CCCCCCCCO,CCCCCCCCCCO,-5.39182
CCCCCCCCO,CCCCCCCCCCO,-5.3345
CCCCCCCCCCO,CCCCCCCCO,-5.00546
CCCCCCCCO,CCCCCCCCCCO,-5.34547
CCCCCCCCCCO,CCCCCCCCO,-5.00179
CCCCCCCCO,CCCCCCCCCCO,-5.35584
CCCCCCCCCCO,CCCCCCCCO,-4.99617
CCCCCCCCO,CCCCCCCCCCO,-5.36548
CCCCCCCCCCO,CCCCCCCCO,-4.98826
CCCCCCCCO,CCCCCCCCCCO,-5.37405
CCCCCCCCCCO,CCCCCCCCO,-4.97779
CCCCCCCCO,CCCCCCCCCCO,-5.3814
CCCCCCCCCCO,CCCCCCCCO,-4.96416
CCCCCCCCO,CCCCCCCCCCO,-5.38699
CCCCCCCCCCO,CCCCCCCCO,-4.94733
CCCCCCCCO,CCCCCCCCCCO,-5.39056
CCCCCCCCCCO,CCCCCCCCO,-4.92701
CCCCCCCCO,CCCCCCCCCCO,-4.81772
CCCCCCCCCCO,CCCCCCCCO,-4.45608
CCCCCCCCCCO,CCCCCCCCO,-4.45785
CCCCCCCCO,CCCCCCCCCCO,-4.89101
CCCCCCCCO,CCCCCCCCCCO,-4.85529
CCCCCCCCCCO,CCCCCCCCO,-4.44504
CCCCCCCCO,CCCCCCCCCCO,-4.87666
CCCCCCCCCCO,CCCCCCCCO,-4.42815
CCCCCCCCO,CCCCCCCCCCO,-4.88695
CCCCCCCCCCO,CCCCCCCCO,-4.4098
CCCCCCCCO,CCCCCCCCCCO,-4.89067
CCCCCCCCCCO,CCCCCCCCO,-4.39227
CCCCCCCCO,CCCCCCCCCCO,-5.16258
CCCCCCCCCCO,CCCCCCCCO,-4.83239
CCCCCCCCCCO,CCCCCCCCO,-4.8336
CCCCCCCCO,CCCCCCCCCCO,-5.233
CCCCCCCCO,CCCCCCCCCCO,-5.19208
CCCCCCCCCCO,CCCCCCCCO,-4.82352
CCCCCCCCO,CCCCCCCCCCO,-5.21321
CCCCCCCCCCO,CCCCCCCCO,-4.80654
CCCCCCCCO,CCCCCCCCCCO,-5.22621
CCCCCCCCCCO,CCCCCCCCO,-4.78294
CCCCCCCCO,CCCCCCCCCCO,-5.23231
CCCCCCCCCCO,CCCCCCCCO,-4.75331
CCCCCCCCO,CCCCCCCCCCO,-5.48315
CCCCCCCCCCO,CCCCCCCCO,-5.17358
CCCCCCCCCCO,CCCCCCCCO,-5.17414
CCCCCCCCO,CCCCCCCCCCO,-5.54327
CCCCCCCCO,CCCCCCCCCCO,-5.50201
CCCCCCCCCCO,CCCCCCCCO,-5.16767
CCCCCCCCO,CCCCCCCCCCO,-5.52062
CCCCCCCCCCO,CCCCCCCCO,-5.15245
CCCCCCCCO,CCCCCCCCCCO,-5.5347
CCCCCCCCCCO,CCCCCCCCO,-5.12658
CCCCCCCCO,CCCCCCCCCCO,-5.54233
CCCCCCCCCCO,CCCCCCCCO,-5.08903
CCCCCCCCO,CCCCCCCCCCCC,-4.88827
CCCCCCCCCCCC,CCCCCCCCO,-6.96717
CCCCCCCCCCCC,CCCCCCCCO,-6.60148
CCCCCCCCO,CCCCCCCCCCCC,-4.89101
CCCCCCCCO,CCCCCCCCCCCC,-4.88131
CCCCCCCCCCCC,CCCCCCCCO,-7.04931
CCCCCCCCO,CCCCCCCCCCCC,-4.86524
CCCCCCCCCCCC,CCCCCCCCO,-7.15862
CCCCCCCCO,CCCCCCCCCCCC,-4.84575
CCCCCCCCCCCC,CCCCCCCCO,-7.24872
CCCCCCCCO,CCCCCCCCCCCC,-4.81299
CCCCCCCCCCCC,CCCCCCCCO,-7.3598
CCCCCCCCO,CCCCCCCCCCCC,-4.78142
CCCCCCCCCCCC,CCCCCCCCO,-7.44199
CCCCCCCCO,CCCCCCCCCCCC,-4.73831
CCCCCCCCCCCC,CCCCCCCCO,-7.53072
CCCCCCCCO,CCCCCCCCCCCC,-4.70545
CCCCCCCCCCCC,CCCCCCCCO,-7.58509
CCCCCCCCO,CCCCCCCCCCCC,-4.67506
CCCCCCCCCCCC,CCCCCCCCO,-7.62632
CCCCCCCCO,CCCCCCCCCCCC,-4.66844
CCCCCCCCCCCC,CCCCCCCCO,-7.63391
CCCCCCCCO,CCCCCCCCCCCC,-4.69842
CCCCCCCCCCCC,CCCCCCCCO,-7.60789
CCCCCCCCO,CCCCCCCCCCCC,-4.76785
CCCCCCCCCCCC,CCCCCCCCO,-7.55761
CCCCCCCCO,CCCCCCCCCCCC,-4.9379
CCCCCCCCCCCC,CCCCCCCCO,-7.45781
CCCCCCCCO,CCCCCCCCCCCC,-5.16164
CCCCCCCCCCCC,CCCCCCCCO,-7.35199
CCCCCCCCO,CCCCCCCCCCCC,-5.58993
CCCCCCCCCCCC,CCCCCCCCO,-7.19298
CCCCCCCCO,CCCCCCCCCCCC,-6.08159
CCCCCCCCCCCC,CCCCCCCCO,-7.0531
CCCCCCCCO,CCCCCCCCCCCC,-6.93615
CCCCCCCCCCCC,CCCCCCCCO,-6.87674
CCCCCCCCO,C1COCCO1,-4.72235
