MOL_1,MOL_2,logV
CCO,COC(C)(C)C,-7.18498
COC(C)(C)C,CCO,-8.21519
CCO,COC(C)(C)C,-7.234
COC(C)(C)C,CCO,-8.17874
CCO,COC(C)(C)C,-7.28327
COC(C)(C)C,CCO,-8.14964
CCO,COC(C)(C)C,-7.33151
COC(C)(C)C,CCO,-8.12579
CCO,COC(C)(C)C,-7.38069
COC(C)(C)C,CCO,-8.10861
CCO,COC(C)(C)C,-7.42569
COC(C)(C)C,CCO,-8.09628
CCO,COC(C)(C)C,-7.46782
COC(C)(C)C,CCO,-8.08836
CCO,COC(C)(C)C,-7.50483
COC(C)(C)C,CCO,-8.08375
CCO,COC(C)(C)C,-7.53684
COC(C)(C)C,CCO,-8.08327
CCO,COC(C)(C)C,-7.54145
COC(C)(C)C,CCO,-8.0829
CCO,COC(C)(C)C,-7.54531
COC(C)(C)C,CCO,-8.08234
CCO,COC(C)(C)C,-7.55199
COC(C)(C)C,CCO,-8.08202
CCO,COC(C)(C)C,-7.55664
COC(C)(C)C,CCO,-8.08175
CCO,COC(C)(C)C,-7.5612
COC(C)(C)C,CCO,-8.08156
CCO,COC(C)(C)C,-7.56518
COC(C)(C)C,CCO,-8.08144
CCO,COC(C)(C)C,-7.56841
COC(C)(C)C,CCO,-8.08132
CCO,COC(C)(C)C,-7.5728
COC(C)(C)C,CCO,-8.08129
CCO,COC(C)(C)C,-7.57499
COC(C)(C)C,CCO,-9.04096
CCO,COC(C)(C)C,-7.01098
COC(C)(C)C,CCO,-9.02213
CCO,COC(C)(C)C,-7.01126
COC(C)(C)C,CC(C)O,-10.245
CC(C)O,COC(C)(C)C,-6.03502
CC(C)O,COC(C)(C)C,-6.03467
COC(C)(C)C,CC(C)O,-7.97217
COC(C)(C)C,CC(C)O,-9.94537
CC(C)O,COC(C)(C)C,-6.04408
COC(C)(C)C,CC(C)O,-9.87514
CC(C)O,COC(C)(C)C,-6.04817
COC(C)(C)C,CC(C)O,-9.80753
CC(C)O,COC(C)(C)C,-6.05288
COC(C)(C)C,CC(C)O,-9.74437
CC(C)O,COC(C)(C)C,-6.058
COC(C)(C)C,CC(C)O,-9.67168
CC(C)O,COC(C)(C)C,-6.06481
COC(C)(C)C,CC(C)O,-9.6134
CC(C)O,COC(C)(C)C,-6.07101
COC(C)(C)C,CC(C)O,-9.34016
CC(C)O,COC(C)(C)C,-6.10996
COC(C)(C)C,CC(C)O,-9.08701
CC(C)O,COC(C)(C)C,-6.16363
COC(C)(C)C,CC(C)O,-8.90851
CC(C)O,COC(C)(C)C,-6.21469
COC(C)(C)C,CC(C)O,-8.75412
CC(C)O,COC(C)(C)C,-6.27031
COC(C)(C)C,CC(C)O,-8.68273
CC(C)O,COC(C)(C)C,-6.30049
COC(C)(C)C,CC(C)O,-8.55709
CC(C)O,COC(C)(C)C,-6.36216
COC(C)(C)C,CC(C)O,-8.4366
CC(C)O,COC(C)(C)C,-6.4344
COC(C)(C)C,CC(C)O,-8.32957
CC(C)O,COC(C)(C)C,-6.51354
COC(C)(C)C,CC(C)O,-8.24831
CC(C)O,COC(C)(C)C,-6.58715
COC(C)(C)C,CC(C)O,-8.1801
CC(C)O,COC(C)(C)C,-6.66235
COC(C)(C)C,CC(C)O,-8.12546
CC(C)O,COC(C)(C)C,-6.736
COC(C)(C)C,CC(C)O,-8.082
CC(C)O,COC(C)(C)C,-6.80809
COC(C)(C)C,CC(C)O,-8.04805
CC(C)O,COC(C)(C)C,-6.87824
COC(C)(C)C,CC(C)O,-8.02179
CC(C)O,COC(C)(C)C,-6.94718
COC(C)(C)C,CC(C)O,-8.00194
CC(C)O,COC(C)(C)C,-7.01567
COC(C)(C)C,CC(C)O,-7.98836
CC(C)O,COC(C)(C)C,-7.08013
COC(C)(C)C,CC(C)O,-7.9793
CC(C)O,COC(C)(C)C,-7.14355
COC(C)(C)C,CC(C)O,-7.97803
CC(C)O,COC(C)(C)C,-7.15556
COC(C)(C)C,CC(C)O,-7.97678
CC(C)O,COC(C)(C)C,-7.16891
COC(C)(C)C,CC(C)O,-7.97567
CC(C)O,COC(C)(C)C,-7.18245
COC(C)(C)C,CC(C)O,-7.97468
CC(C)O,COC(C)(C)C,-7.19659
COC(C)(C)C,CC(C)O,-7.97383
CC(C)O,COC(C)(C)C,-7.21134
COC(C)(C)C,CC(C)O,-7.97336
CC(C)O,COC(C)(C)C,-7.22137
COC(C)(C)C,CC(C)O,-7.9728
CC(C)O,COC(C)(C)C,-7.23659
COC(C)(C)C,CC(C)O,-7.97251
CC(C)O,COC(C)(C)C,-7.24704
COC(C)(C)C,CC(C)O,-7.97224
CC(C)O,COC(C)(C)C,-7.26348
COC(C)(C)C,CC(C)O,-10.1175
CC(C)O,COC(C)(C)C,-6.18651
CC(C)O,COC(C)(C)C,-6.1862
COC(C)(C)C,CC(C)O,-8.0275
COC(C)(C)C,CC(C)O,-10.0396
CC(C)O,COC(C)(C)C,-6.18769
COC(C)(C)C,CC(C)O,-9.97327
CC(C)O,COC(C)(C)C,-6.18943
COC(C)(C)C,CC(C)O,-9.9125
CC(C)O,COC(C)(C)C,-6.19164
COC(C)(C)C,CC(C)O,-9.84819
CC(C)O,COC(C)(C)C,-6.19466
COC(C)(C)C,CC(C)O,-9.78499
CC(C)O,COC(C)(C)C,-6.19833
COC(C)(C)C,CC(C)O,-9.7241
CC(C)O,COC(C)(C)C,-6.20258
COC(C)(C)C,CC(C)O,-9.66717
CC(C)O,COC(C)(C)C,-6.2072
COC(C)(C)C,CC(C)O,-9.60161
CC(C)O,COC(C)(C)C,-6.21334
COC(C)(C)C,CC(C)O,-9.549
CC(C)O,COC(C)(C)C,-6.21893
COC(C)(C)C,CC(C)O,-9.3017
CC(C)O,COC(C)(C)C,-6.25419
COC(C)(C)C,CC(C)O,-9.0714
CC(C)O,COC(C)(C)C,-6.30302
COC(C)(C)C,CC(C)O,-8.90806
CC(C)O,COC(C)(C)C,-6.34975
COC(C)(C)C,CC(C)O,-8.76595
CC(C)O,COC(C)(C)C,-6.40095
COC(C)(C)C,CC(C)O,-8.6999
CC(C)O,COC(C)(C)C,-6.42887
COC(C)(C)C,CC(C)O,-8.58307
CC(C)O,COC(C)(C)C,-6.48623
COC(C)(C)C,CC(C)O,-8.47014
CC(C)O,COC(C)(C)C,-6.55395
COC(C)(C)C,CC(C)O,-8.3689
CC(C)O,COC(C)(C)C,-6.62881
COC(C)(C)C,CC(C)O,-8.29136
CC(C)O,COC(C)(C)C,-6.69907
COC(C)(C)C,CC(C)O,-8.22572
CC(C)O,COC(C)(C)C,-6.77143
COC(C)(C)C,CC(C)O,-8.17281
CC(C)O,COC(C)(C)C,-6.84277
COC(C)(C)C,CC(C)O,-8.13057
CC(C)O,COC(C)(C)C,-6.91283
COC(C)(C)C,CC(C)O,-8.09761
CC(C)O,COC(C)(C)C,-6.98093
COC(C)(C)C,CC(C)O,-8.07233
CC(C)O,COC(C)(C)C,-7.04728
COC(C)(C)C,CC(C)O,-8.05358
CC(C)O,COC(C)(C)C,-7.11197
COC(C)(C)C,CC(C)O,-8.04114
CC(C)O,COC(C)(C)C,-7.17091
COC(C)(C)C,CC(C)O,-8.03323
CC(C)O,COC(C)(C)C,-7.22618
COC(C)(C)C,CC(C)O,-8.03216
CC(C)O,COC(C)(C)C,-7.23627
COC(C)(C)C,CC(C)O,-8.03112
CC(C)O,COC(C)(C)C,-7.24734
COC(C)(C)C,CC(C)O,-8.03022
CC(C)O,COC(C)(C)C,-7.25838
COC(C)(C)C,CC(C)O,-8.02943
CC(C)O,COC(C)(C)C,-7.26972
COC(C)(C)C,CC(C)O,-8.02876
CC(C)O,COC(C)(C)C,-7.28134
COC(C)(C)C,CC(C)O,-8.02839
CC(C)O,COC(C)(C)C,-7.28911
COC(C)(C)C,CC(C)O,-8.02796
CC(C)O,COC(C)(C)C,-7.30068
COC(C)(C)C,CC(C)O,-8.02775
CC(C)O,COC(C)(C)C,-7.30849
COC(C)(C)C,CC(C)O,-8.02755
CC(C)O,COC(C)(C)C,-7.32051
COC(C)(C)C,CC(C)O,-9.99439
CC(C)O,COC(C)(C)C,-6.33311
CC(C)O,COC(C)(C)C,-6.33284
COC(C)(C)C,CC(C)O,-8.08126
COC(C)(C)C,CC(C)O,-9.92509
CC(C)O,COC(C)(C)C,-6.33417
COC(C)(C)C,CC(C)O,-9.86599
CC(C)O,COC(C)(C)C,-6.33571
COC(C)(C)C,CC(C)O,-9.81184
CC(C)O,COC(C)(C)C,-6.33769
COC(C)(C)C,CC(C)O,-9.75448
CC(C)O,COC(C)(C)C,-6.34038
COC(C)(C)C,CC(C)O,-9.69807
CC(C)O,COC(C)(C)C,-6.34366
COC(C)(C)C,CC(C)O,-9.64367
CC(C)O,COC(C)(C)C,-6.34745
COC(C)(C)C,CC(C)O,-9.59277
CC(C)O,COC(C)(C)C,-6.35158
COC(C)(C)C,CC(C)O,-9.5341
CC(C)O,COC(C)(C)C,-6.35708
COC(C)(C)C,CC(C)O,-9.48697
CC(C)O,COC(C)(C)C,-6.36209
COC(C)(C)C,CC(C)O,-9.26476
CC(C)O,COC(C)(C)C,-6.39377
COC(C)(C)C,CC(C)O,-9.05656
CC(C)O,COC(C)(C)C,-6.43793
COC(C)(C)C,CC(C)O,-8.77763
CC(C)O,COC(C)(C)C,-6.52741
COC(C)(C)C,CC(C)O,-8.71676
CC(C)O,COC(C)(C)C,-6.55314
COC(C)(C)C,CC(C)O,-8.60845
CC(C)O,COC(C)(C)C,-6.60632
COC(C)(C)C,CC(C)O,-8.50282
CC(C)O,COC(C)(C)C,-6.66967
COC(C)(C)C,CC(C)O,-8.40719
CC(C)O,COC(C)(C)C,-6.74039
COC(C)(C)C,CC(C)O,-8.33323
CC(C)O,COC(C)(C)C,-6.80742
COC(C)(C)C,CC(C)O,-8.2701
CC(C)O,COC(C)(C)C,-6.87703
COC(C)(C)C,CC(C)O,-8.21885
CC(C)O,COC(C)(C)C,-6.94613
COC(C)(C)C,CC(C)O,-8.1778
CC(C)O,COC(C)(C)C,-7.01423
COC(C)(C)C,CC(C)O,-8.14579
CC(C)O,COC(C)(C)C,-7.08035
COC(C)(C)C,CC(C)O,-8.12146
CC(C)O,COC(C)(C)C,-7.1442
COC(C)(C)C,CC(C)O,-8.10376
CC(C)O,COC(C)(C)C,-7.20521
COC(C)(C)C,CC(C)O,-8.09243
CC(C)O,COC(C)(C)C,-7.2588
COC(C)(C)C,CC(C)O,-8.08564
CC(C)O,COC(C)(C)C,-7.3062
COC(C)(C)C,CC(C)O,-8.08393
CC(C)O,COC(C)(C)C,-7.32329
COC(C)(C)C,CC(C)O,-8.08322
CC(C)O,COC(C)(C)C,-7.33192
COC(C)(C)C,CC(C)O,-8.08262
CC(C)O,COC(C)(C)C,-7.34056
COC(C)(C)C,CC(C)O,-8.08212
CC(C)O,COC(C)(C)C,-7.34914
COC(C)(C)C,CC(C)O,-8.08186
CC(C)O,COC(C)(C)C,-7.35472
COC(C)(C)C,CC(C)O,-8.08156
CC(C)O,COC(C)(C)C,-7.36278
COC(C)(C)C,CC(C)O,-8.08142
CC(C)O,COC(C)(C)C,-7.36802
COC(C)(C)C,CC(C)O,-8.08129
CC(C)O,COC(C)(C)C,-7.37578
COC(C)(C)C,CC(C)O,-9.87559
CC(C)O,COC(C)(C)C,-6.47521
CC(C)O,COC(C)(C)C,-6.47497
COC(C)(C)C,CC(C)O,-8.13357
COC(C)(C)C,CC(C)O,-9.81457
CC(C)O,COC(C)(C)C,-6.47614
COC(C)(C)C,CC(C)O,-9.76249
CC(C)O,COC(C)(C)C,-6.4775
COC(C)(C)C,CC(C)O,-9.71473
CC(C)O,COC(C)(C)C,-6.47924
COC(C)(C)C,CC(C)O,-9.6641
CC(C)O,COC(C)(C)C,-6.48162
COC(C)(C)C,CC(C)O,-9.61426
CC(C)O,COC(C)(C)C,-6.48452
COC(C)(C)C,CC(C)O,-9.56615
CC(C)O,COC(C)(C)C,-6.48787
COC(C)(C)C,CC(C)O,-9.52108
CC(C)O,COC(C)(C)C,-6.49153
COC(C)(C)C,CC(C)O,-9.46908
CC(C)O,COC(C)(C)C,-6.4964
COC(C)(C)C,CC(C)O,-9.42725
CC(C)O,COC(C)(C)C,-6.50085
COC(C)(C)C,CC(C)O,-9.22932
CC(C)O,COC(C)(C)C,-6.52908
COC(C)(C)C,CC(C)O,-9.04249
CC(C)O,COC(C)(C)C,-6.56871
COC(C)(C)C,CC(C)O,-8.908
CC(C)O,COC(C)(C)C,-6.6072
COC(C)(C)C,CC(C)O,-8.78924
CC(C)O,COC(C)(C)C,-6.65
COC(C)(C)C,CC(C)O,-8.73337
CC(C)O,COC(C)(C)C,-6.67362
COC(C)(C)C,CC(C)O,-8.6333
CC(C)O,COC(C)(C)C,-6.72276
COC(C)(C)C,CC(C)O,-8.53474
CC(C)O,COC(C)(C)C,-6.78188
COC(C)(C)C,CC(C)O,-8.44454
CC(C)O,COC(C)(C)C,-6.84861
COC(C)(C)C,CC(C)O,-8.37405
CC(C)O,COC(C)(C)C,-6.9125
COC(C)(C)C,CC(C)O,-8.31333
CC(C)O,COC(C)(C)C,-6.97946
COC(C)(C)C,CC(C)O,-8.2637
CC(C)O,COC(C)(C)C,-7.04638
COC(C)(C)C,CC(C)O,-8.22379
CC(C)O,COC(C)(C)C,-7.11259
COC(C)(C)C,CC(C)O,-8.19271
CC(C)O,COC(C)(C)C,-7.17679
COC(C)(C)C,CC(C)O,-8.16929
CC(C)O,COC(C)(C)C,-7.23822
COC(C)(C)C,CC(C)O,-8.15261
CC(C)O,COC(C)(C)C,-7.29567
COC(C)(C)C,CC(C)O,-8.14236
CC(C)O,COC(C)(C)C,-7.3441
COC(C)(C)C,CC(C)O,-8.13664
CC(C)O,COC(C)(C)C,-7.38387
COC(C)(C)C,CC(C)O,-8.13595
CC(C)O,COC(C)(C)C,-7.39031
COC(C)(C)C,CC(C)O,-8.13532
CC(C)O,COC(C)(C)C,-7.39703
COC(C)(C)C,CC(C)O,-8.1348
CC(C)O,COC(C)(C)C,-7.40333
COC(C)(C)C,CC(C)O,-8.13438
CC(C)O,COC(C)(C)C,-7.40935
COC(C)(C)C,CC(C)O,-8.13406
CC(C)O,COC(C)(C)C,-7.415
COC(C)(C)C,CC(C)O,-8.13389
CC(C)O,COC(C)(C)C,-7.41846
COC(C)(C)C,CC(C)O,-8.13359
CC(C)O,COC(C)(C)C,-7.42951
COC(C)(C)C,CCCO,-9.30154
CCCO,COC(C)(C)C,-6.24489
CCCO,COC(C)(C)C,-6.24471
COC(C)(C)C,CCCO,-8.0275
COC(C)(C)C,CCCO,-9.24796
CCCO,COC(C)(C)C,-6.24599
COC(C)(C)C,CCCO,-9.16078
CCCO,COC(C)(C)C,-6.25003
COC(C)(C)C,CCCO,-9.00609
CCCO,COC(C)(C)C,-6.26464
COC(C)(C)C,CCCO,-8.93974
CCCO,COC(C)(C)C,-6.27415
COC(C)(C)C,CCCO,-8.77304
CCCO,COC(C)(C)C,-6.30814
COC(C)(C)C,CCCO,-8.65784
CCCO,COC(C)(C)C,-6.34171
COC(C)(C)C,CCCO,-8.54919
CCCO,COC(C)(C)C,-6.38298
COC(C)(C)C,CCCO,-8.50356
CCCO,COC(C)(C)C,-6.40371
COC(C)(C)C,CCCO,-8.44122
CCCO,COC(C)(C)C,-6.43596
COC(C)(C)C,CCCO,-8.43084
CCCO,COC(C)(C)C,-6.44183
COC(C)(C)C,CCCO,-8.37168
CCCO,COC(C)(C)C,-6.47841
COC(C)(C)C,CCCO,-8.30732
CCCO,COC(C)(C)C,-6.52549
COC(C)(C)C,CCCO,-8.25398
CCCO,COC(C)(C)C,-6.5721
COC(C)(C)C,CCCO,-8.18721
CCCO,COC(C)(C)C,-6.64447
COC(C)(C)C,CCCO,-8.1383
CCCO,COC(C)(C)C,-6.71314
COC(C)(C)C,CCCO,-8.10171
CCCO,COC(C)(C)C,-6.77984
COC(C)(C)C,CCCO,-8.06725
CCCO,COC(C)(C)C,-6.86711
COC(C)(C)C,CCCO,-8.04841
CCCO,COC(C)(C)C,-6.9385
COC(C)(C)C,CCCO,-8.03732
CCCO,COC(C)(C)C,-7.00284
COC(C)(C)C,CCCO,-8.02943
CCCO,COC(C)(C)C,-7.08851
COC(C)(C)C,CCCO,-8.02765
CCCO,COC(C)(C)C,-7.14175
COC(C)(C)C,CCCO,-7.97767
CCCO,COC(C)(C)C,-6.9356
CCCO,COC(C)(C)C,-6.12243
COC(C)(C)C,CCCO,-7.97217
COC(C)(C)C,CCCO,-7.9766
CCCO,COC(C)(C)C,-6.9459
COC(C)(C)C,CCCO,-7.97585
CCCO,COC(C)(C)C,-6.95396
COC(C)(C)C,CCCO,-7.97501
CCCO,COC(C)(C)C,-6.96399
COC(C)(C)C,CCCO,-7.97415
CCCO,COC(C)(C)C,-6.97624
COC(C)(C)C,CCCO,-7.97358
CCCO,COC(C)(C)C,-6.98595
COC(C)(C)C,CCCO,-7.97305
CCCO,COC(C)(C)C,-6.99709
COC(C)(C)C,CCCO,-7.97267
CCCO,COC(C)(C)C,-7.00757
COC(C)(C)C,CCCO,-7.9724
CCCO,COC(C)(C)C,-7.01805
COC(C)(C)C,CCCO,-7.97224
CCCO,COC(C)(C)C,-7.02733
COC(C)(C)C,CCCO,-9.29712
CCCO,COC(C)(C)C,-6.24494
CCCO,COC(C)(C)C,-6.24471
COC(C)(C)C,CCCO,-8.0275
COC(C)(C)C,CCCO,-9.26973
CCCO,COC(C)(C)C,-6.24542
COC(C)(C)C,CCCO,-9.24649
CCCO,COC(C)(C)C,-6.24604
COC(C)(C)C,CCCO,-9.21567
CCCO,COC(C)(C)C,-6.24716
COC(C)(C)C,CCCO,-9.1873
CCCO,COC(C)(C)C,-6.2485
COC(C)(C)C,CCCO,-9.15845
CCCO,COC(C)(C)C,-6.25018
COC(C)(C)C,CCCO,-9.12947
CCCO,COC(C)(C)C,-6.25219
COC(C)(C)C,CCCO,-9.10096
CCCO,COC(C)(C)C,-6.2545
COC(C)(C)C,CCCO,-9.07179
CCCO,COC(C)(C)C,-6.2572
COC(C)(C)C,CCCO,-9.04258
CCCO,COC(C)(C)C,-6.26027
COC(C)(C)C,CCCO,-8.90712
CCCO,COC(C)(C)C,-6.27961
COC(C)(C)C,CCCO,-8.77701
CCCO,COC(C)(C)C,-6.30714
COC(C)(C)C,CCCO,-8.65807
CCCO,COC(C)(C)C,-6.34164
COC(C)(C)C,CCCO,-8.5502
CCCO,COC(C)(C)C,-6.38255
COC(C)(C)C,CCCO,-8.45552
CCCO,COC(C)(C)C,-6.42812
COC(C)(C)C,CCCO,-8.36998
CCCO,COC(C)(C)C,-6.47955
COC(C)(C)C,CCCO,-8.2898
CCCO,COC(C)(C)C,-6.53994
COC(C)(C)C,CCCO,-8.24025
CCCO,COC(C)(C)C,-6.58551
COC(C)(C)C,CCCO,-8.1899
CCCO,COC(C)(C)C,-6.64115
COC(C)(C)C,CCCO,-8.14987
CCCO,COC(C)(C)C,-6.69522
COC(C)(C)C,CCCO,-8.11802
CCCO,COC(C)(C)C,-6.74788
COC(C)(C)C,CCCO,-8.08932
CCCO,COC(C)(C)C,-6.80736
COC(C)(C)C,CCCO,-8.06894
CCCO,COC(C)(C)C,-6.86187
COC(C)(C)C,CCCO,-8.05373
CCCO,COC(C)(C)C,-6.91524
COC(C)(C)C,CCCO,-8.0435
CCCO,COC(C)(C)C,-6.96351
COC(C)(C)C,CCCO,-8.03448
CCCO,COC(C)(C)C,-7.02611
COC(C)(C)C,CCCO,-8.03319
CCCO,COC(C)(C)C,-7.03845
COC(C)(C)C,CCCO,-8.03228
CCCO,COC(C)(C)C,-7.04825
COC(C)(C)C,CCCO,-8.03124
CCCO,COC(C)(C)C,-7.06069
COC(C)(C)C,CCCO,-8.03015
CCCO,COC(C)(C)C,-7.07621
COC(C)(C)C,CCCO,-8.0282
CCCO,COC(C)(C)C,-7.11765
COC(C)(C)C,CCCO,-8.02782
CCCO,COC(C)(C)C,-7.13209
COC(C)(C)C,CCCO,-8.02761
CCCO,COC(C)(C)C,-7.14512
COC(C)(C)C,CCCO,-9.26877
CCCO,COC(C)(C)C,-6.36351
CCCO,COC(C)(C)C,-6.3633
COC(C)(C)C,CCCO,-8.08126
COC(C)(C)C,CCCO,-9.2445
CCCO,COC(C)(C)C,-6.36393
COC(C)(C)C,CCCO,-9.22379
CCCO,COC(C)(C)C,-6.36448
COC(C)(C)C,CCCO,-9.19616
CCCO,COC(C)(C)C,-6.36549
COC(C)(C)C,CCCO,-9.17059
CCCO,COC(C)(C)C,-6.36669
COC(C)(C)C,CCCO,-9.14446
CCCO,COC(C)(C)C,-6.36821
COC(C)(C)C,CCCO,-9.11809
CCCO,COC(C)(C)C,-6.37004
COC(C)(C)C,CCCO,-9.09203
CCCO,COC(C)(C)C,-6.37215
COC(C)(C)C,CCCO,-9.06527
CCCO,COC(C)(C)C,-6.37464
COC(C)(C)C,CCCO,-9.03836
CCCO,COC(C)(C)C,-6.37747
COC(C)(C)C,CCCO,-8.91251
CCCO,COC(C)(C)C,-6.39544
COC(C)(C)C,CCCO,-8.79038
CCCO,COC(C)(C)C,-6.42129
COC(C)(C)C,CCCO,-8.67809
CCCO,COC(C)(C)C,-6.45386
COC(C)(C)C,CCCO,-8.57605
CCCO,COC(C)(C)C,-6.49256
COC(C)(C)C,CCCO,-8.48659
CCCO,COC(C)(C)C,-6.53562
COC(C)(C)C,CCCO,-8.40604
CCCO,COC(C)(C)C,-6.58404
COC(C)(C)C,CCCO,-8.33094
CCCO,COC(C)(C)C,-6.64059
COC(C)(C)C,CCCO,-8.28481
CCCO,COC(C)(C)C,-6.68302
COC(C)(C)C,CCCO,-8.23816
CCCO,COC(C)(C)C,-6.73457
COC(C)(C)C,CCCO,-8.20119
CCCO,COC(C)(C)C,-6.7845
COC(C)(C)C,CCCO,-8.17173
CCCO,COC(C)(C)C,-6.83321
COC(C)(C)C,CCCO,-8.14493
CCCO,COC(C)(C)C,-6.88879
COC(C)(C)C,CCCO,-8.11033
CCCO,COC(C)(C)C,-6.99401
COC(C)(C)C,CCCO,-8.09966
CCCO,COC(C)(C)C,-7.04442
COC(C)(C)C,CCCO,-8.08966
CCCO,COC(C)(C)C,-7.114
COC(C)(C)C,CCCO,-8.08817
CCCO,COC(C)(C)C,-7.12829
COC(C)(C)C,CCCO,-8.08587
CCCO,COC(C)(C)C,-7.15455
COC(C)(C)C,CCCO,-8.08455
CCCO,COC(C)(C)C,-7.17323
COC(C)(C)C,CCCO,-8.08366
CCCO,COC(C)(C)C,-7.18857
COC(C)(C)C,CCCO,-8.08279
CCCO,COC(C)(C)C,-7.20675
COC(C)(C)C,CCCO,-8.08215
CCCO,COC(C)(C)C,-7.22445
COC(C)(C)C,CCCO,-8.08167
CCCO,COC(C)(C)C,-7.24272
COC(C)(C)C,CCCO,-8.0814
CCCO,COC(C)(C)C,-7.25939
COC(C)(C)C,CCCO,-9.24164
CCCO,COC(C)(C)C,-6.4786
CCCO,COC(C)(C)C,-6.47842
COC(C)(C)C,CCCO,-8.13357
COC(C)(C)C,CCCO,-9.22038
CCCO,COC(C)(C)C,-6.47898
COC(C)(C)C,CCCO,-9.20211
CCCO,COC(C)(C)C,-6.47946
COC(C)(C)C,CCCO,-9.17759
CCCO,COC(C)(C)C,-6.48035
COC(C)(C)C,CCCO,-9.15472
CCCO,COC(C)(C)C,-6.48143
COC(C)(C)C,CCCO,-9.13123
CCCO,COC(C)(C)C,-6.4828
COC(C)(C)C,CCCO,-9.10738
CCCO,COC(C)(C)C,-6.48446
COC(C)(C)C,CCCO,-9.08369
CCCO,COC(C)(C)C,-6.48637
COC(C)(C)C,CCCO,-9.05925
CCCO,COC(C)(C)C,-6.48864
COC(C)(C)C,CCCO,-9.03458
CCCO,COC(C)(C)C,-6.49124
COC(C)(C)C,CCCO,-8.91803
CCCO,COC(C)(C)C,-6.50789
COC(C)(C)C,CCCO,-8.80361
CCCO,COC(C)(C)C,-6.53211
COC(C)(C)C,CCCO,-8.69776
CCCO,COC(C)(C)C,-6.56282
COC(C)(C)C,CCCO,-8.60137
CCCO,COC(C)(C)C,-6.59938
COC(C)(C)C,CCCO,-8.51695
CCCO,COC(C)(C)C,-6.64001
COC(C)(C)C,CCCO,-8.44122
CCCO,COC(C)(C)C,-6.68553
COC(C)(C)C,CCCO,-8.37105
CCCO,COC(C)(C)C,-6.73836
COC(C)(C)C,CCCO,-8.32821
CCCO,COC(C)(C)C,-6.77775
COC(C)(C)C,CCCO,-8.28514
CCCO,COC(C)(C)C,-6.82534
COC(C)(C)C,CCCO,-8.25113
CCCO,COC(C)(C)C,-6.87128
COC(C)(C)C,CCCO,-8.22399
CCCO,COC(C)(C)C,-6.91616
COC(C)(C)C,CCCO,-8.19902
CCCO,COC(C)(C)C,-6.96796
COC(C)(C)C,CCCO,-8.18039
CCCO,COC(C)(C)C,-7.01784
COC(C)(C)C,CCCO,-8.16539
CCCO,COC(C)(C)C,-7.0706
COC(C)(C)C,CCCO,-8.15429
CCCO,COC(C)(C)C,-7.12309
COC(C)(C)C,CCCO,-8.14335
CCCO,COC(C)(C)C,-7.19941
COC(C)(C)C,CCCO,-8.14166
CCCO,COC(C)(C)C,-7.21561
COC(C)(C)C,CCCO,-8.14043
CCCO,COC(C)(C)C,-7.22875
COC(C)(C)C,CCCO,-8.13902
CCCO,COC(C)(C)C,-7.24575
COC(C)(C)C,CCCO,-8.13749
CCCO,COC(C)(C)C,-7.26749
COC(C)(C)C,CCCO,-8.13644
CCCO,COC(C)(C)C,-7.2855
COC(C)(C)C,CCCO,-8.13541
CCCO,COC(C)(C)C,-7.30703
COC(C)(C)C,CCCO,-8.13464
CCCO,COC(C)(C)C,-7.32817
COC(C)(C)C,CCCO,-8.13407
CCCO,COC(C)(C)C,-7.35014
COC(C)(C)C,CCCO,-8.13374
CCCO,COC(C)(C)C,-7.37032
COC(C)(C)C,CCCO,-9.29609
CCCO,COC(C)(C)C,-6.12323
COC(C)(C)C,CCCO,-9.27024
CCCO,COC(C)(C)C,-6.12392
COC(C)(C)C,CCCO,-9.23611
CCCO,COC(C)(C)C,-6.12516
COC(C)(C)C,CCCO,-9.20483
CCCO,COC(C)(C)C,-6.12664
COC(C)(C)C,CCCO,-9.17318
CCCO,COC(C)(C)C,-6.12848
COC(C)(C)C,CCCO,-9.14151
CCCO,COC(C)(C)C,-6.13068
COC(C)(C)C,CCCO,-9.11045
CCCO,COC(C)(C)C,-6.13319
COC(C)(C)C,CCCO,-9.0788
CCCO,COC(C)(C)C,-6.13613
COC(C)(C)C,CCCO,-9.0472
CCCO,COC(C)(C)C,-6.13945
COC(C)(C)C,CCCO,-8.9018
CCCO,COC(C)(C)C,-6.1602
COC(C)(C)C,CCCO,-8.76344
CCCO,COC(C)(C)C,-6.18946
COC(C)(C)C,CCCO,-8.63763
CCCO,COC(C)(C)C,-6.22595
COC(C)(C)C,CCCO,-8.52372
CCCO,COC(C)(C)C,-6.26915
COC(C)(C)C,CCCO,-8.42365
CCCO,COC(C)(C)C,-6.31732
COC(C)(C)C,CCCO,-8.33296
CCCO,COC(C)(C)C,-6.37185
COC(C)(C)C,CCCO,-8.24751
CCCO,COC(C)(C)C,-6.43621
COC(C)(C)C,CCCO,-8.19443
CCCO,COC(C)(C)C,-6.48504
COC(C)(C)C,CCCO,-8.14026
CCCO,COC(C)(C)C,-6.54491
COC(C)(C)C,CCCO,-8.09707
CCCO,COC(C)(C)C,-6.60325
COC(C)(C)C,CCCO,-8.06274
CCCO,COC(C)(C)C,-6.66
COC(C)(C)C,CCCO,-8.03209
CCCO,COC(C)(C)C,-6.72352
COC(C)(C)C,CCCO,-8.01078
CCCO,COC(C)(C)C,-6.78046
