Smiles,T,Property
CC(C)C1CCCCC1,298,-6.88894
CC(C)C1CCCCC1,323,-7.21053
C[N+](=O)[O-],298,-7.37864
C[N+](=O)[O-],323,-7.62848
COc1ccccc1Cl,273,-5.11306
COc1ccccc1Cl,298,-5.76651
COc1ccccc1Cl,323,-6.30909
CCCCCCC(=O)OCCC,298,-6.57029
CCCCCCC(=O)OCCC,323,-6.95048
O=S(=O)(O)Cl,273,-5.45672
O=S(=O)(O)Cl,298,-6.01986
O=S(=O)(O)Cl,323,-6.39421
O=S(=O)(Cl)Cl,273,-6.8835
O=S(=O)(Cl)Cl,298,-7.10365
O=S(=O)(Cl)Cl,323,-7.28939
CN1CCN(C)C1=O,273,-3.8931
CN1CCN(C)C1=O,298,-4.58155
CN1CCN(C)C1=O,323,-5.15663
FC(Cl)(Cl)CCl,273,-6.68421
FC(Cl)(Cl)CCl,298,-7.0673
FC(Cl)(Cl)CCl,323,-7.37836
c1ccc(-c2ccccc2-c2ccccc2)cc1,273,10.4831
c1ccc(-c2ccccc2-c2ccccc2)cc1,298,0.0217992
c1ccc(-c2ccccc2-c2ccccc2)cc1,323,-3.01488
CCCCOC(=O)c1ccccc1C(=O)OCCCC,273,-2.77635
CCCCOC(=O)c1ccccc1C(=O)OCCCC,298,-4.10983
CCCCOC(=O)c1ccccc1C(=O)OCCCC,323,-4.99924
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,298,-3.00152
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,323,-3.45363
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,273,-7.33641
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,298,-7.36907
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,323,-7.39706
OC(C(F)(F)F)C(F)(F)F,273,-5.2064
OC(C(F)(F)F)C(F)(F)F,298,-6.41919
OC(C(F)(F)F)C(F)(F)F,323,-7.15186
C=CCc1ccc(O)c(OC)c1,273,-3.54066
C=CCc1ccc(O)c(OC)c1,298,-4.90845
C=CCc1ccc(O)c(OC)c1,323,-5.76839
CCCCOC(=O)/C=C/c1ccccc1,298,-4.62756
CCCCOC(=O)/C=C/c1ccccc1,323,-5.5157
BrC=CBr,298,-7.00327
BrC=CBr,323,-7.25105
CCC1COC(=O)O1,298,-5.87399
CCC1COC(=O)O1,323,-6.49644
CC(F)(F)CC(F)(F)F,273,-7.25551
CC(F)(F)CC(F)(F)F,298,-7.5984
CC(F)(F)CC(F)(F)F,323,-7.90491
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC,298,-5.58333
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC,323,-5.98102
CC#N,273,-7.64617
CC#N,298,-7.96861
CC#N,323,-8.1667
COC(=O)OC,298,-7.45313
COC(=O)OC,323,-7.74205
CCCCCC(=O)OCC(COC(=O)CCCCC)(COC(=O)CCCCC)COC(=O)CCCCC,273,3.87977
CCCCCC(=O)OCC(COC(=O)CCCCC)(COC(=O)CCCCC)COC(=O)CCCCC,298,2.35455
CCCCCC(=O)OCC(COC(=O)CCCCC)(COC(=O)CCCCC)COC(=O)CCCCC,323,1.04701
CCCC(=O)OCC(COC(=O)CCC)(COC(=O)CCC)COC(=O)CCC,273,0.332553
CCCC(=O)OCC(COC(=O)CCC)(COC(=O)CCC)COC(=O)CCC,298,-2.17847
CCCC(=O)OCC(COC(=O)CCC)(COC(=O)CCC)COC(=O)CCC,323,-3.73649
CCCCOCCOCCO,298,-5.29615
CCCCOCCOCCO,323,-5.97675
CCC(O)CO,273,-0.737049
CCC(O)CO,298,-2.8918
CCC(O)CO,323,-4.30312
CC(O)CC(C)(C)O,273,-1.71745
CC(O)CC(C)(C)O,298,-3.59781
CC(O)CC(C)(C)O,323,-4.84913
O=S(=O)=O,298,-6.31121
O=S(=O)=O,323,-7.11184
OCCCOCCCO,298,-2.56674
OCCCOCCCO,323,-4.09073
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,273,4.56189
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,298,0.890724
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,323,-1.50252
CCCCCC#N,298,-7.00492
CCCCCC#N,323,-7.34191
CC[C@H]1CCC[C@H]1CC,298,-7.29112
CC[C@H]1CCC[C@H]1CC,323,-7.5737
CCC[C@H]1CC[C@H](c2ccc(SC(F)F)cc2)CC1,298,-4.74053
CCC[C@H]1CC[C@H](c2ccc(SC(F)F)cc2)CC1,323,-5.07927
CC[C@H]1CC[C@@H](CC)CC1,273,-5.86845
CC[C@H]1CC[C@@H](CC)CC1,298,-6.73913
CC[C@H]1CC[C@@H](CC)CC1,323,-7.21145
C[C@@H]1CCC[C@@H](C)C1,273,-6.72531
C[C@@H]1CCC[C@@H](C)C1,298,-7.12706
C[C@@H]1CCC[C@@H](C)C1,323,-7.46111
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCCC,273,-3.68688
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCCC,298,-4.59185
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCCC,323,-5.25246
CCCCCCC(O)CC=CCCCCCCCC(=O)OC,273,-2.10583
CCCCCCC(O)CC=CCCCCCCCC(=O)OC,298,-3.60659
CCCCCCC(O)CC=CCCCCCCCC(=O)OC,323,-4.67462
ClC(Cl)C(Cl)(Cl)Cl,273,-5.56593
ClC(Cl)C(Cl)(Cl)Cl,298,-6.09234
ClC(Cl)C(Cl)(Cl)Cl,323,-6.49765
CCCCCCC(O)C/C=C\CCCCCCCCO,273,-0.266955
CCCCCCC(O)C/C=C\CCCCCCCCO,298,-1.39656
CCCCCCC(O)C/C=C\CCCCCCCCO,323,-2.29128
CCCCCCC=CC(=O)O,298,-4.47876
CCCCCCC=CC(=O)O,323,-5.19091
CC=CC(C)C,273,-7.93171
CC=CC(C)C,298,-8.29181
CC=CC(C)C,323,-8.54835
CC(=CC(C)(C)C(C)(C)C)C(C)(C)C,273,-5.24472
CC(=CC(C)(C)C(C)(C)C)C(C)(C)C,298,-5.90219
CC(=CC(C)(C)C(C)(C)C)C(C)(C)C,323,-6.39875
CCCCCCCCCC=C(CCCCCCCCCC)c1cccc2ccccc12,298,-2.83637
CCCCCCCCCC=C(CCCCCCCCCC)c1cccc2ccccc12,323,-4.0181
CC1CCC(O)CC1,273,-1.57018
CC1CCC(O)CC1,298,-3.4256
CC1CCC(O)CC1,323,-4.78335
FC(=C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,273,-7.14277
FC(=C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,298,-7.52832
FC(=C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,323,-7.77312
COC(=O)Cl,273,-7.08167
COC(=O)Cl,298,-7.50354
COC(=O)Cl,323,-7.85218
CC(C)OC(=O)Cl,298,-7.32419
CC(C)OC(=O)Cl,323,-7.60456
CCOCCOCCO,298,-5.55127
CCOCCOCCO,323,-6.14971
C1CC2CC2CCC2CC12,298,-5.77956
C1CC2CC2CCC2CC12,323,-6.14963
CC(=O)N(C)c1ccccc1,273,-3.79305
CC(=O)N(C)c1ccccc1,298,-4.1445
CC(=O)N(C)c1ccccc1,323,-4.53355
CCCO[Si](OCCC)(OCCC)OCCC,273,-6.2226
CCCO[Si](OCCC)(OCCC)OCCC,298,-6.65243
CCCO[Si](OCCC)(OCCC)OCCC,323,-7.02594
FC(F)C(F)(F)COC(F)(F)F,273,-7.10764
FC(F)C(F)(F)COC(F)(F)F,298,-7.4365
FC(F)C(F)(F)COC(F)(F)F,323,-7.72319
CCCCCCCCCCCCC(C)C(C)C,273,-4.88438
CCCCCCCCCCCCC(C)C(C)C,298,-5.56883
CCCCCCCCCCCCC(C)C(C)C,323,-6.10676
CCCCCCCCCCCCCC(C)CC,273,-4.92242
CCCCCCCCCCCCCC(C)CC,298,-5.60603
CCCCCCCCCCCCCC(C)CC,323,-6.12586
CC1(C)OC1C#N,298,-6.69995
CC1(C)OC1C#N,323,-7.15562
CCCCCCCCCCCC(CCCCCC)CCCCCC,273,-3.52991
CCCCCCCCCCCC(CCCCCC)CCCCCC,298,-4.52751
CCCCCCCCCCCC(CCCCCC)CCCCCC,323,-5.26674
Cl[As](Cl)Cl,273,-6.40652
Cl[As](Cl)Cl,298,-6.73645
Cl[As](Cl)Cl,323,-6.98984
CCCCCCC=CC(=O)OCCC,273,-4.98362
CCCCCCC=CC(=O)OCCC,298,-5.5362
CCCCCCC=CC(=O)OCCC,323,-6.01473
CCCCCCCCCCCC=CCCCCC(=O)OC,298,-4.85094
CCCCCCCCCCCC=CCCCCC(=O)OC,323,-5.51234
CCCCCCCCC(C)C(C)C,273,-5.80017
CCCCCCCCC(C)C(C)C,298,-6.38325
CCCCCCCCC(C)C(C)C,323,-6.81741
CCCCCCCCCCC(C)C(C)C,273,-5.34294
CCCCCCCCCCC(C)C(C)C,298,-5.94507
CCCCCCCCCCC(C)C(C)C,323,-6.43206
CC1(C)CC(C)(C2CCCCC2)C2CCCCC21,273,-0.904731
CC1(C)CC(C)(C2CCCCC2)C2CCCCC21,298,-2.82438
CC1(C)CC(C)(C2CCCCC2)C2CCCCC21,323,-4.0797
CCC1(C)OC1C#N,298,-6.62543
CCC1(C)OC1C#N,323,-7.08179
CCCCCCCCCCCCCCC(C)CCCC,273,-4.23848
CCCCCCCCCCCCCCC(C)CCCC,298,-5.12968
CCCCCCCCCCCCCCC(C)CCCC,323,-5.74994
CCCCCCCCCCCCCC(C)C(C)C,273,-4.68531
CCCCCCCCCCCCCC(C)C(C)C,298,-5.38633
CCCCCCCCCCCCCC(C)C(C)C,323,-5.94464
CCCCCCCCCCCCCCC(C)C(C)C,273,-4.40639
CCCCCCCCCCCCCCC(C)C(C)C,298,-5.20898
CCCCCCCCCCCCCCC(C)C(C)C,323,-5.81151
CCCCCCCCCCCCCCCC(C)C(C)C,298,-5.02369
CCCCCCCCCCCCCCCC(C)C(C)C,323,-5.66977
CCCCCCCCCCCC(C)CC(C)C,298,-5.63104
CCCCCCCCCCCC(C)CC(C)C,323,-6.16534
CCCCCCCCCCCCC(C)CC(C)C,298,-5.45767
CCCCCCCCCCCCC(C)CC(C)C,323,-6.01446
CCCCCCCCCCCCCC(C)CC(C)C,298,-5.29294
CCCCCCCCCCCCCC(C)CC(C)C,323,-5.87454
CCCCCCCCCCCCCCC(C)CC(C)C,298,-5.12641
CCCCCCCCCCCCCCC(C)CC(C)C,323,-5.73764
CCC(C)CC(C)CC(C)C,273,-6.60727
CCC(C)CC(C)CC(C)C,298,-7.08284
CCC(C)CC(C)CC(C)C,323,-7.41692
CCCCC(C)CC(C)CC(C)C,273,-6.09321
CCCCC(C)CC(C)CC(C)C,298,-6.58667
CCCCC(C)CC(C)CC(C)C,323,-6.97796
CCCC(C)CC(C)CC(C)C,273,-6.2871
CCCC(C)CC(C)CC(C)C,298,-6.82537
CCCC(C)CC(C)CC(C)C,323,-7.19672
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,298,-5.99436
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,323,-6.44333
CCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,298,-7.2447
CCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323,-7.58988
CCCCCCCCCCCCCCCCC(C)CC(C)C,298,-4.81173
CCCCCCCCCCCCCCCCC(C)CC(C)C,323,-5.48493
CCCCCCCCCCCCCCCCC(C)C(C)C,298,-4.86615
CCCCCCCCCCCCCCCCC(C)C(C)C,323,-5.54204
CCCCCCCC(=O)N(CCCCCC)CCCCCC,273,-3.39235
CCCCCCCC(=O)N(CCCCCC)CCCCCC,298,-4.12422
CCCCCCCC(=O)N(CCCCCC)CCCCCC,323,-4.73056
CCCCCCCCCCCCCCCCCCC(C)CC(C)C,298,-4.50921
CCCCCCCCCCCCCCCCCCC(C)CC(C)C,323,-5.24367
CCCCC1CCCC2CCCCC12,273,-4.72864
CCCCC1CCCC2CCCCC12,298,-5.53119
CCCCC1CCCC2CCCCC12,323,-6.07967
CCC(C)C1CCCC2CCCCC21,273,-4.48282
CCC(C)C1CCCC2CCCCC21,298,-5.42665
CCC(C)C1CCCC2CCCCC21,323,-6.05177
CC1C2CCCCC2C2CCCCC12,273,-4.26174
CC1C2CCCCC2C2CCCCC12,298,-5.10379
CC1C2CCCCC2C2CCCCC12,323,-5.72981
CCC1CCC2CCC3CCCC4CCC1C2C34,273,-1.89142
CCC1CCC2CCC3CCCC4CCC1C2C34,298,-3.46477
CCC1CCC2CCC3CCCC4CCC1C2C34,323,-4.45541
CC(CCCCCCCCC(C)c1ccccc1)c1ccccc1,273,-1.21926
CC(CCCCCCCCC(C)c1ccccc1)c1ccccc1,298,-3.03508
CC(CCCCCCCCC(C)c1ccccc1)c1ccccc1,323,-4.22332
Cc1ccc(OC(=O)/C=C/c2ccccc2)cc1,273,-4.26567
Cc1ccc(OC(=O)/C=C/c2ccccc2)cc1,298,-4.68897
Cc1ccc(OC(=O)/C=C/c2ccccc2)cc1,323,-5.08163
CCCCCCCCC(C)CC(C)CC(C)C,298,-5.66927
CCCCCCCCC(C)CC(C)CC(C)C,323,-6.22942
CCCCCCCCCC(C)CC(C)CC(C)C,298,-5.4923
CCCCCCCCCC(C)CC(C)CC(C)C,323,-6.07723
CCCCCCCCCCC(C)CC(C)CC(C)C,298,-5.33242
CCCCCCCCCCC(C)CC(C)CC(C)C,323,-5.93156
CCCCCCCCCCCC(C)CC(C)CC(C)C,298,-5.17375
CCCCCCCCCCCC(C)CC(C)CC(C)C,323,-5.78565
CCCCCCCCCCCCCCC(C)CC(C)CC(C)C,298,-4.67736
CCCCCCCCCCCCCCC(C)CC(C)CC(C)C,323,-5.40059
CCCCCCCCCCCCCCCCCC(C)CC(C)C,298,-4.66283
CCCCCCCCCCCCCCCCCC(C)CC(C)C,323,-5.37321
CCCCCCCCCCCCCC(C)CC(C)CC(C)C,298,-4.84439
CCCCCCCCCCCCCC(C)CC(C)CC(C)C,323,-5.53179
CCCCCCC(C)CC(C)CC(C)C,273,-5.48054
CCCCCCC(C)CC(C)CC(C)C,298,-6.09723
CCCCCCC(C)CC(C)CC(C)C,323,-6.57402
CCCCCCCC(C)CC(C)CC(C)C,298,-5.87905
CCCCCCCC(C)CC(C)CC(C)C,323,-6.40671
CCCCCC(C)CC(C)CC(C)C,273,-5.81321
CCCCCC(C)CC(C)CC(C)C,298,-6.3617
CCCCCC(C)CC(C)CC(C)C,323,-6.78549
CCCCCCCCCCCCC(C)CC(C)CC(C)C,298,-4.99593
CCCCCCCCCCCCC(C)CC(C)CC(C)C,323,-5.64914
CCCCCCCCCCCCCCCC(C)CC(C)C,298,-4.97183
CCCCCCCCCCCCCCCC(C)CC(C)C,323,-5.61246
CCCCCCCCCCCCCCCC(C)CC(C)CC(C)C,298,-4.51622
CCCCCCCCCCCCCCCC(C)CC(C)CC(C)C,323,-5.26943
CCCCCCC(CCCCCCCCCCC(=O)Oc1ccccc1)OC(C)=O,298,-2.98332
CCCCCCC(CCCCCCCCCCC(=O)Oc1ccccc1)OC(C)=O,323,-4.04202
CCCCCCC(CCCCCCCCCCC(=O)OCCOc1ccccc1)OC(C)=O,298,-2.52332
CCCCCCC(CCCCCCCCCCC(=O)OCCOc1ccccc1)OC(C)=O,323,-3.74108
COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,273,-6.3617
COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,298,-6.78111
COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,323,-7.15266
FCC(F)(F)OC(F)(F)C(F)(F)F,273,-7.02925
FCC(F)(F)OC(F)(F)C(F)(F)F,298,-7.39611
FCC(F)(F)OC(F)(F)C(F)(F)F,323,-7.72022
CCCCCc1ccc(C2CCC(CCC)CC2)cc1,298,-4.36123
CCCCCc1ccc(C2CCC(CCC)CC2)cc1,323,-5.098
FC(F)COC(F)(F)C(F)(F)F,273,-7.12865
FC(F)COC(F)(F)C(F)(F)F,298,-7.46008
FC(F)COC(F)(F)C(F)(F)F,323,-7.74694
CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,298,-7.11712
CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323,-7.47183
FCOC(F)(F)C(F)(F)C(F)(F)F,273,-7.11156
FCOC(F)(F)C(F)(F)C(F)(F)F,298,-7.48761
FCOC(F)(F)C(F)(F)C(F)(F)F,323,-7.78696
CCOC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,273,-6.75637
CCOC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,298,-7.17811
CCOC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,323,-7.52408
CCC(F)(OC(F)(F)F)C(F)(F)F,273,-7.39258
CCC(F)(OC(F)(F)F)C(F)(F)F,298,-7.72699
CCC(F)(OC(F)(F)F)C(F)(F)F,323,-7.97788
C=C(C)[C@H]1CC=C(C)CC1,298,-7.04179
C=C(C)[C@H]1CC=C(C)CC1,323,-7.35214
COCC(C)O,298,-6.38544
COCC(C)O,323,-6.92608
CC(C)O[Si](OC(C)C)(OC(C)C)OC(C)C,273,-6.41915
CC(C)O[Si](OC(C)C)(OC(C)C)OC(C)C,298,-6.82858
CC(C)O[Si](OC(C)C)(OC(C)C)OC(C)C,323,-7.1854
FC(F)COC(F)(F)C(F)F,273,-6.50265
FC(F)COC(F)(F)C(F)F,298,-6.91142
FC(F)COC(F)(F)C(F)F,323,-7.26107
CCCC/C=C/C=C/C=C/CCCCCCCC(=O)OC,298,-4.44184
CCCC/C=C/C=C/C=C/CCCCCCCC(=O)OC,323,-5.36114
CC=C(C)C(C)C(C)(C)C,298,-7.13821
CC=C(C)C(C)C(C)(C)C,323,-7.3407
C1C[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C1,273,-5.33618
C1C[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C1,298,-5.88787
C1C[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C1,323,-6.32946
CCCC1CCCC2CCCCC12,273,-5.28288
CCCC1CCCC2CCCCC12,298,-5.76268
CCCC1CCCC2CCCCC12,323,-6.19566
CC1CCCCC1C,298,-7.03874
CC1CCCCC1C,323,-7.35834
FC(F)OCC(F)(F)F,273,-7.43068
FC(F)OCC(F)(F)F,298,-7.7634
FC(F)OCC(F)(F)F,323,-8.0471
[2H]OCCO[2H],298,-3.98513
[2H]OCCO[2H],323,-4.90775
C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,273,-5.46166
C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,298,-5.92411
C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,323,-6.35718
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,273,-0.400204
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,298,-2.41799
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,323,-3.73781
CC1(c2ccccc2)OC1C#N,298,-4.68503
CC1(c2ccccc2)OC1C#N,323,-5.60075
c1ccc(CCC(CCCC2CCCC2)CCC2CCCCC2)cc1,273,-1.07528
c1ccc(CCC(CCCC2CCCC2)CCC2CCCCC2)cc1,298,-2.87445
c1ccc(CCC(CCCC2CCCC2)CCC2CCCCC2)cc1,323,-4.06972
c1ccc(CCCC2CCCC2)cc1,273,-5.06996
c1ccc(CCCC2CCCC2)cc1,298,-5.74782
c1ccc(CCCC2CCCC2)cc1,323,-6.23775
CCCCCCCCCC(CCCCCCCC)c1ccc(C)cc1,273,-2.53604
CCCCCCCCCC(CCCCCCCC)c1ccc(C)cc1,298,-3.86818
CCCCCCCCCC(CCCCCCCC)c1ccc(C)cc1,323,-4.80148
CCCCCCCCC(CCCCCCCC)CCCC1CCCC1,273,-3.07386
CCCCCCCCC(CCCCCCCC)CCCC1CCCC1,298,-4.21273
CCCCCCCCC(CCCCCCCC)CCCC1CCCC1,323,-5.0283
CCCCCOC(=O)CCCCCCCCC(=O)OCCCCC,273,-2.62333
CCCCCOC(=O)CCCCCCCCC(=O)OCCCCC,298,-3.44695
CCCCCOC(=O)CCCCCCCCC(=O)OCCCCC,323,-4.1366
CCCCCCCCCCCC(CCCC)CCCC,273,-4.19763
CCCCCCCCCCCC(CCCC)CCCC,298,-5.14601
CCCCCCCCCCCC(CCCC)CCCC,323,-5.81583
CCCCCCOC(=O)CCCCCC,298,-6.07205
CCCCCCOC(=O)CCCCCC,323,-6.51746
CCCCc1ccc2ccccc2c1,273,-4.64781
CCCCc1ccc2ccccc2c1,298,-5.4511
CCCCc1ccc2ccccc2c1,323,-6.02676
CC(C)C(C)C(C)(C)C,273,-3.59794
CC(C)C(C)C(C)(C)C,298,-5.20077
CC(C)C(C)C(C)(C)C,323,-6.35475
COCCOCCOCCOCCOCCOC,298,-5.24346
COCCOCCOCCOCCOCCOC,323,-5.82948
C[C@H]1CCC[C@H]1C,273,-6.87074
C[C@H]1CCC[C@H]1C,298,-7.25424
C[C@H]1CCC[C@H]1C,323,-7.59742
Cc1cccc2c1-c1c(C)cccc1CC2,273,-1.05285
Cc1cccc2c1-c1c(C)cccc1CC2,298,-2.53249
Cc1cccc2c1-c1c(C)cccc1CC2,323,-3.69359
CCCCCCC(CCCCCC)C1CCCCC1,273,-3.48757
CCCCCCC(CCCCCC)C1CCCCC1,298,-4.65317
CCCCCCC(CCCCCC)C1CCCCC1,323,-5.45807
CCCCCCCCCCC(CC)CC,273,-5.26952
CCCCCCCCCCC(CC)CC,298,-5.77742
CCCCCCCCCCC(CC)CC,323,-6.20296
CCCCCCCC(CCCCCC)CCCCCCC,273,-4.03777
CCCCCCCC(CCCCCC)CCCCCCC,298,-5.01086
CCCCCCCC(CCCCCC)CCCCCCC,323,-5.70747
CCCCCCCCCCCC(CCCCCCCC)CCCCCCCC,298,-4.20429
CCCCCCCCCCCC(CCCCCCCC)CCCCCCCC,323,-5.03377
CCC(CC)CCC(C)C,273,-6.86576
CCC(CC)CCC(C)C,298,-7.24675
CCC(CC)CCC(C)C,323,-7.56067
CCCCCOC(=O)CCCCC(=O)OCCCCC,273,-3.57905
CCCCCOC(=O)CCCCC(=O)OCCCCC,298,-4.3077
CCCCCOC(=O)CCCCC(=O)OCCCCC,323,-4.91998
CCCCCCCCCCc1ccc2ccccc2c1,298,-4.34808
CCCCCCCCCCc1ccc2ccccc2c1,323,-5.10119
CCCCCCCCCCCCCC(=O)OCCC,298,-5.27505
CCCCCCCCCCCCCC(=O)OCCC,323,-5.81847
CCCCCCCCCCC(CCCCC)CCCCCCCCCC,273,-3.29584
CCCCCCCCCCC(CCCCC)CCCCCCCCCC,298,-4.39703
CCCCCCCCCCC(CCCCC)CCCCCCCCCC,323,-5.17679
CCC(Cc1ccccc1)Cc1ccccc1,273,-2.66569
CCC(Cc1ccccc1)Cc1ccccc1,298,-4.36209
CCC(Cc1ccccc1)Cc1ccccc1,323,-5.35647
CCCCCC=C(c1ccccc1)c1ccccc1,273,-2.63658
CCCCCC=C(c1ccccc1)c1ccccc1,298,-4.22454
CCCCCC=C(c1ccccc1)c1ccccc1,323,-5.17954
CCCCCCCCCCCCCCC(C)C,298,-5.60717
CCCCCCCCCCCCCCC(C)C,323,-6.15477
ClCCCCCCCCC(Cl)(Cl)Cl,273,-3.99032
ClCCCCCCCCC(Cl)(Cl)Cl,298,-4.90348
ClCCCCCCCCC(Cl)(Cl)Cl,323,-5.55966
CCCCCCc1ccc(C)cc1,273,-5.80412
CCCCCCc1ccc(C)cc1,298,-6.34241
CCCCCCc1ccc(C)cc1,323,-6.7562
c1ccc(CCC2CCCCC2)cc1,273,-4.68699
c1ccc(CCC2CCCCC2)cc1,298,-5.50842
c1ccc(CCC2CCCCC2)cc1,323,-6.07936
CCCCCCC(C)CCCC,273,-6.21067
CCCCCCC(C)CCCC,298,-6.69977
CCCCCCC(C)CCCC,323,-7.08613
CC(C)Cc1cccc2ccccc12,273,-3.76313
CC(C)Cc1cccc2ccccc12,298,-4.96939
CC(C)Cc1cccc2ccccc12,323,-5.76784
C1CCC2C(C1)C1CCCC3CCCC2C31,273,-2.99688
C1CCC2C(C1)C1CCCC3CCCC2C31,298,-4.21188
C1CCC2C(C1)C1CCCC3CCCC2C31,323,-5.02925
CCC=C(c1ccccc1)c1ccccc1,298,-4.22373
CCC=C(c1ccccc1)c1ccccc1,323,-5.26129
CCCCC(CCCC)CCCC,273,-5.88532
CCCCC(CCCC)CCCC,298,-6.51798
CCCCC(CCCC)CCCC,323,-6.97715
C1C[C@H]2CCC[C@H]2C1,273,-6.7593
C1C[C@H]2CCC[C@H]2C1,298,-7.22831
C1C[C@H]2CCC[C@H]2C1,323,-7.61266
CCC1C(CC)C(CC)C(CC)C(CC)C1CC,273,-2.28509
CCC1C(CC)C(CC)C(CC)C(CC)C1CC,298,-4.02011
CCC1C(CC)C(CC)C(CC)C(CC)C1CC,323,-5.11514
CCCCCCCCC1CCCC1,273,-5.56417
CCCCCCCCC1CCCC1,298,-6.13673
CCCCCCCCC1CCCC1,323,-6.57117
CCCCCCCCCCCCCCC1CCCC1,298,-5.06664
CCCCCCCCCCCCCCC1CCCC1,323,-5.63688
CCCc1ccc2ccccc2c1,298,-5.66176
CCCc1ccc2ccccc2c1,323,-6.19975
CC(C)CCNc1ccccc1,273,-4.82126
CC(C)CCNc1ccccc1,298,-5.69269
CC(C)CCNc1ccccc1,323,-6.26614
CC(C)C(c1ccccc1)C(C)C,273,-5.42084
CC(C)C(c1ccccc1)C(C)C,298,-6.08634
CC(C)C(c1ccccc1)C(C)C,323,-6.57681
CCN(CC)S(C)(=O)=O,298,-5.39917
CCCCCCCC=C(CCCCCCCC)CCCCCCCC,273,-3.69548
CCCCCCCC=C(CCCCCCCC)CCCCCCCC,298,-4.70613
CCCCCCCC=C(CCCCCCCC)CCCCCCCC,323,-5.42228
CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,298,-4.07779
CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,323,-4.83195
CCCCCCCCC(CCCCCCCC)CCC1CCCCC1,273,-2.65225
CCCCCCCCC(CCCCCCCC)CCC1CCCCC1,298,-3.91555
CCCCCCCCC(CCCCCCCC)CCC1CCCCC1,323,-4.81289
CCCCCCCCCCc1cccc2ccccc12,273,-3.70171
CCCCCCCCCCc1cccc2ccccc12,298,-4.4233
CCCCCCCCCCc1cccc2ccccc12,323,-5.00682
CCCCCCC(C)CCCCCC,273,-5.61852
CCCCCCC(C)CCCCCC,298,-6.2342
CCCCCCC(C)CCCCCC,323,-6.69267
CCc1cccc(Cc2ccccc2)c1,273,-4.97056
CCc1cccc(Cc2ccccc2)c1,298,-5.66852
CCc1cccc(Cc2ccccc2)c1,323,-6.17191
Cc1ccc(Cc2ccccc2)c(C)c1,298,-4.78069
Cc1ccc(Cc2ccccc2)c(C)c1,323,-5.64199
CCCCCCCCc1ccc2ccccc2c1,298,-4.73033
