mol1,mol2,Property
Cc1cccc(C)c1,C1CCCCC1,-0.032516
C1CCCCC1,Cc1cccc(C)c1,-0.24382
Cc1cccc(C)c1,C1CCCCC1,-0.0572182
C1CCCCC1,Cc1cccc(C)c1,-0.206558
Cc1cccc(C)c1,C1CCCCC1,-0.098407
C1CCCCC1,Cc1cccc(C)c1,-0.16585
Cc1cccc(C)c1,C1CCCCC1,-0.186401
C1CCCCC1,Cc1cccc(C)c1,-0.110448
Cc1cccc(C)c1,C1CCCCC1,-0.306024
C1CCCCC1,Cc1cccc(C)c1,-0.0640618
Cc1cccc(C)c1,C1CCCCC1,-0.481884
C1CCCCC1,Cc1cccc(C)c1,-0.0249538
Cc1cccc(C)c1,C1CCCCC1,-0.689091
C1CCCCC1,Cc1cccc(C)c1,-0.00399899
Cc1cccc(C)c1,C1CCCCC1,-0.00193387
C1CCCCC1,Cc1cccc(C)c1,-0.362248
Cc1cccc(C)c1,C1CCCCC1,-0.00984531
C1CCCCC1,Cc1cccc(C)c1,-0.297592
Cc1cccc(C)c1,C1CCCCC1,-0.0181131
C1CCCCC1,Cc1cccc(C)c1,-0.264402
Cc1cccc(C)c1,C1CCCCC1,-0.0319108
C1CCCCC1,Cc1cccc(C)c1,-0.230747
Cc1cccc(C)c1,C1CCCCC1,-0.054791
C1CCCCC1,Cc1cccc(C)c1,-0.196201
Cc1cccc(C)c1,C1CCCCC1,-0.092599
C1CCCCC1,Cc1cccc(C)c1,-0.158839
Cc1cccc(C)c1,C1CCCCC1,-0.174536
C1CCCCC1,Cc1cccc(C)c1,-0.107297
Cc1cccc(C)c1,C1CCCCC1,-0.288518
C1CCCCC1,Cc1cccc(C)c1,-0.06314
Cc1cccc(C)c1,C1CCCCC1,-0.460269
C1CCCCC1,Cc1cccc(C)c1,-0.0249999
Cc1cccc(C)c1,C1CCCCC1,-0.667649
C1CCCCC1,Cc1cccc(C)c1,-0.00406927
Cc1cccc(C)c1,CCCCCCO,-0.026037
CCCCCCO,Cc1cccc(C)c1,-0.854991
Cc1cccc(C)c1,CCCCCCO,-0.0760952
CCCCCCO,Cc1cccc(C)c1,-0.562208
Cc1cccc(C)c1,CCCCCCO,-0.132632
CCCCCCO,Cc1cccc(C)c1,-0.390286
Cc1cccc(C)c1,CCCCCCO,-0.199466
CCCCCCO,Cc1cccc(C)c1,-0.26593
Cc1cccc(C)c1,CCCCCCO,-0.287571
CCCCCCO,Cc1cccc(C)c1,-0.158503
Cc1cccc(C)c1,CCCCCCO,-0.400876
CCCCCCO,Cc1cccc(C)c1,-0.0658332
Cc1cccc(C)c1,CCCCCCO,-0.522065
CCCCCCO,Cc1cccc(C)c1,-2.00E-06
Cc1cccc(C)c1,CCCCCCO,-0.598377
CCCCCCO,Cc1cccc(C)c1,0.0268561
Cc1cccc(C)c1,CCCCCCO,-0.0254829
CCCCCCO,Cc1cccc(C)c1,-0.808264
Cc1cccc(C)c1,CCCCCCO,-0.0738123
CCCCCCO,Cc1cccc(C)c1,-0.525132
Cc1cccc(C)c1,CCCCCCO,-0.126403
CCCCCCO,Cc1cccc(C)c1,-0.364873
Cc1cccc(C)c1,CCCCCCO,-0.185839
CCCCCCO,Cc1cccc(C)c1,-0.254135
Cc1cccc(C)c1,CCCCCCO,-0.26303
CCCCCCO,Cc1cccc(C)c1,-0.160029
Cc1cccc(C)c1,CCCCCCO,-0.36434
CCCCCCO,Cc1cccc(C)c1,-0.0772666
Cc1cccc(C)c1,CCCCCCO,-0.478744
CCCCCCO,Cc1cccc(C)c1,-0.0153035
Cc1cccc(C)c1,CCCCCCO,-0.564962
CCCCCCO,Cc1cccc(C)c1,0.0145142
Cc1cccc(C)c1,CCCCCCO,-0.538608
CCCCCCO,Cc1cccc(C)c1,0.0118001
Cc1cccc(C)c1,CCCCCCO,-0.024963
CCCCCCO,Cc1cccc(C)c1,-0.764428
Cc1cccc(C)c1,CCCCCCO,-0.0716711
CCCCCCO,Cc1cccc(C)c1,-0.490353
Cc1cccc(C)c1,CCCCCCO,-0.120558
CCCCCCO,Cc1cccc(C)c1,-0.341032
Cc1cccc(C)c1,CCCCCCO,-0.173055
CCCCCCO,Cc1cccc(C)c1,-0.243071
Cc1cccc(C)c1,CCCCCCO,-0.240007
CCCCCCO,Cc1cccc(C)c1,-0.161459
Cc1cccc(C)c1,CCCCCCO,-0.330066
CCCCCCO,Cc1cccc(C)c1,-0.0879911
Cc1cccc(C)c1,CCCCCCO,-0.438102
CCCCCCO,Cc1cccc(C)c1,-0.0296585
Cc1cccc(C)c1,CCCCCCO,-0.533613
CCCCCCO,Cc1cccc(C)c1,0.00293569
Cc1cccc(C)c1,CCCCCCO,-0.549125
CCCCCCO,Cc1cccc(C)c1,0.00716428
Cc1cccc(C)c1,CCCCCCO,-0.025842
CCCCCCO,Cc1cccc(C)c1,-0.830478
Cc1cccc(C)c1,CCCCCCO,-0.0750404
CCCCCCO,Cc1cccc(C)c1,-0.542949
Cc1cccc(C)c1,CCCCCCO,-0.129867
CCCCCCO,Cc1cccc(C)c1,-0.37644
Cc1cccc(C)c1,CCCCCCO,-0.192613
CCCCCCO,Cc1cccc(C)c1,-0.25983
Cc1cccc(C)c1,CCCCCCO,-0.275102
CCCCCCO,Cc1cccc(C)c1,-0.159278
Cc1cccc(C)c1,CCCCCCO,-0.382195
CCCCCCO,Cc1cccc(C)c1,-0.0717205
Cc1cccc(C)c1,CCCCCCO,-0.499942
CCCCCCO,Cc1cccc(C)c1,-0.00782453
Cc1cccc(C)c1,CCCCCCO,-0.581361
CCCCCCO,Cc1cccc(C)c1,0.0205768
Cc1cccc(C)c1,CCCCCCO,-0.533252
CCCCCCO,Cc1cccc(C)c1,0.014248
Cc1cccc(C)c1,CCCCCCO,-0.0253034
CCCCCCO,Cc1cccc(C)c1,-0.785249
Cc1cccc(C)c1,CCCCCCO,-0.0728256
CCCCCCO,Cc1cccc(C)c1,-0.507069
Cc1cccc(C)c1,CCCCCCO,-0.123797
CCCCCCO,Cc1cccc(C)c1,-0.351921
Cc1cccc(C)c1,CCCCCCO,-0.179409
CCCCCCO,Cc1cccc(C)c1,-0.248423
Cc1cccc(C)c1,CCCCCCO,-0.251339
CCCCCCO,Cc1cccc(C)c1,-0.160756
Cc1cccc(C)c1,CCCCCCO,-0.346828
CCCCCCO,Cc1cccc(C)c1,-0.082784
Cc1cccc(C)c1,CCCCCCO,-0.457994
CCCCCCO,Cc1cccc(C)c1,-0.0226414
Cc1cccc(C)c1,CCCCCCO,-0.548981
CCCCCCO,Cc1cccc(C)c1,0.0086128
Cc1cccc(C)c1,CCCCCCO,-0.544039
CCCCCCO,Cc1cccc(C)c1,0.00945516
Cc1cccc(C)c1,CCCCCCO,-0.0261243
CCCCCCO,Cc1cccc(C)c1,-0.854211
Cc1cccc(C)c1,CCCCCCO,-0.0762031
CCCCCCO,Cc1cccc(C)c1,-0.561777
Cc1cccc(C)c1,CCCCCCO,-0.133053
CCCCCCO,Cc1cccc(C)c1,-0.389307
Cc1cccc(C)c1,CCCCCCO,-0.199542
CCCCCCO,Cc1cccc(C)c1,-0.265815
Cc1cccc(C)c1,CCCCCCO,-0.287571
CCCCCCO,Cc1cccc(C)c1,-0.158503
Cc1cccc(C)c1,CCCCCCO,-0.400754
CCCCCCO,Cc1cccc(C)c1,-0.0659155
Cc1cccc(C)c1,CCCCCCO,-0.521954
CCCCCCO,Cc1cccc(C)c1,-5.00E-05
Cc1cccc(C)c1,CCCCCCO,-0.598352
CCCCCCO,Cc1cccc(C)c1,0.0268464
Cc1cccc(C)c1,CCCCCCO,-0.025842
CCCCCCO,Cc1cccc(C)c1,-0.830478
Cc1cccc(C)c1,CCCCCCO,-0.0750404
CCCCCCO,Cc1cccc(C)c1,-0.542949
Cc1cccc(C)c1,CCCCCCO,-0.129867
CCCCCCO,Cc1cccc(C)c1,-0.37644
Cc1cccc(C)c1,CCCCCCO,-0.192613
CCCCCCO,Cc1cccc(C)c1,-0.25983
Cc1cccc(C)c1,CCCCCCO,-0.275102
CCCCCCO,Cc1cccc(C)c1,-0.159278
Cc1cccc(C)c1,CCCCCCO,-0.382195
CCCCCCO,Cc1cccc(C)c1,-0.0717205
Cc1cccc(C)c1,CCCCCCO,-0.499942
CCCCCCO,Cc1cccc(C)c1,-0.00782453
Cc1cccc(C)c1,CCCCCCO,-0.581361
CCCCCCO,Cc1cccc(C)c1,0.0205768
Cc1cccc(C)c1,CCCCCCO,-0.533252
CCCCCCO,Cc1cccc(C)c1,0.014248
Cc1cccc(C)c1,CCCCCCO,-0.0255681
CCCCCCO,Cc1cccc(C)c1,-0.807501
Cc1cccc(C)c1,CCCCCCO,-0.0739157
CCCCCCO,Cc1cccc(C)c1,-0.524723
Cc1cccc(C)c1,CCCCCCO,-0.126784
CCCCCCO,Cc1cccc(C)c1,-0.363984
Cc1cccc(C)c1,CCCCCCO,-0.185906
CCCCCCO,Cc1cccc(C)c1,-0.254036
Cc1cccc(C)c1,CCCCCCO,-0.26303
CCCCCCO,Cc1cccc(C)c1,-0.160029
Cc1cccc(C)c1,CCCCCCO,-0.364229
CCCCCCO,Cc1cccc(C)c1,-0.0773412
Cc1cccc(C)c1,CCCCCCO,-0.478633
CCCCCCO,Cc1cccc(C)c1,-0.0153512
Cc1cccc(C)c1,CCCCCCO,-0.564912
CCCCCCO,Cc1cccc(C)c1,0.0144944
Cc1cccc(C)c1,CCCCCCO,-0.538731
CCCCCCO,Cc1cccc(C)c1,0.01181
Cc1cccc(C)c1,CCCCCCO,-0.0253034
CCCCCCO,Cc1cccc(C)c1,-0.785249
Cc1cccc(C)c1,CCCCCCO,-0.0728256
CCCCCCO,Cc1cccc(C)c1,-0.507069
Cc1cccc(C)c1,CCCCCCO,-0.123797
CCCCCCO,Cc1cccc(C)c1,-0.351921
Cc1cccc(C)c1,CCCCCCO,-0.179409
CCCCCCO,Cc1cccc(C)c1,-0.248423
Cc1cccc(C)c1,CCCCCCO,-0.251339
CCCCCCO,Cc1cccc(C)c1,-0.160756
Cc1cccc(C)c1,CCCCCCO,-0.346828
CCCCCCO,Cc1cccc(C)c1,-0.082784
Cc1cccc(C)c1,CCCCCCO,-0.457994
CCCCCCO,Cc1cccc(C)c1,-0.0226414
Cc1cccc(C)c1,CCCCCCO,-0.548981
CCCCCCO,Cc1cccc(C)c1,0.0086128
Cc1cccc(C)c1,CCCCCCO,-0.544039
CCCCCCO,Cc1cccc(C)c1,0.00945516
Cc1cccc(C)c1,CCCCCCO,-0.0250461
CCCCCCO,Cc1cccc(C)c1,-0.763683
Cc1cccc(C)c1,CCCCCCO,-0.0717689
CCCCCCO,Cc1cccc(C)c1,-0.489961
Cc1cccc(C)c1,CCCCCCO,-0.120902
CCCCCCO,Cc1cccc(C)c1,-0.340229
Cc1cccc(C)c1,CCCCCCO,-0.173114
CCCCCCO,Cc1cccc(C)c1,-0.242984
Cc1cccc(C)c1,CCCCCCO,-0.240007
CCCCCCO,Cc1cccc(C)c1,-0.161459
Cc1cccc(C)c1,CCCCCCO,-0.329965
CCCCCCO,Cc1cccc(C)c1,-0.0880588
Cc1cccc(C)c1,CCCCCCO,-0.437993
CCCCCCO,Cc1cccc(C)c1,-0.0297059
Cc1cccc(C)c1,CCCCCCO,-0.533542
CCCCCCO,Cc1cccc(C)c1,0.00291575
Cc1cccc(C)c1,CCCCCCO,-0.549182
CCCCCCO,Cc1cccc(C)c1,0.0071742
Cc1cccc(C)c1,CCCCOC(C)=O,-0.000151011
CCCCOC(C)=O,Cc1cccc(C)c1,-0.0863927
Cc1cccc(C)c1,CCCCOC(C)=O,-0.000151011
CCCCOC(C)=O,Cc1cccc(C)c1,-0.0863927
Cc1cccc(C)c1,CCCCOC(C)=O,-0.00198697
CCCCOC(C)=O,Cc1cccc(C)c1,-0.0700384
Cc1cccc(C)c1,CCCCOC(C)=O,-0.00198697
CCCCOC(C)=O,Cc1cccc(C)c1,-0.0700384
Cc1cccc(C)c1,CCCCOC(C)=O,-0.00600399
CCCCOC(C)=O,Cc1cccc(C)c1,-0.0540286
Cc1cccc(C)c1,CCCCOC(C)=O,-0.00600399
CCCCOC(C)=O,Cc1cccc(C)c1,-0.0540286
Cc1cccc(C)c1,CCCCOC(C)=O,-0.0120574
CCCCOC(C)=O,Cc1cccc(C)c1,-0.0398704
Cc1cccc(C)c1,CCCCOC(C)=O,-0.0120574
CCCCOC(C)=O,Cc1cccc(C)c1,-0.0398704
Cc1cccc(C)c1,CCCCOC(C)=O,-0.0192797
CCCCOC(C)=O,Cc1cccc(C)c1,-0.0289542
Cc1cccc(C)c1,CCCCOC(C)=O,-0.0192797
CCCCOC(C)=O,Cc1cccc(C)c1,-0.0289542
Cc1cccc(C)c1,CCCCOC(C)=O,-0.0230568
CCCCOC(C)=O,Cc1cccc(C)c1,-0.0247067
Cc1cccc(C)c1,CCCCOC(C)=O,-0.0230568
CCCCOC(C)=O,Cc1cccc(C)c1,-0.0247067
Cc1cccc(C)c1,CCCCOC(C)=O,-0.0278009
CCCCOC(C)=O,Cc1cccc(C)c1,-0.0203517
Cc1cccc(C)c1,CCCCOC(C)=O,-0.0278009
CCCCOC(C)=O,Cc1cccc(C)c1,-0.0203517
Cc1cccc(C)c1,CCCCOC(C)=O,-0.0377071
CCCCOC(C)=O,Cc1cccc(C)c1,-0.013745
Cc1cccc(C)c1,CCCCOC(C)=O,-0.0377071
CCCCOC(C)=O,Cc1cccc(C)c1,-0.013745
Cc1cccc(C)c1,CCCCOC(C)=O,-0.050298
CCCCOC(C)=O,Cc1cccc(C)c1,-0.00839615
Cc1cccc(C)c1,CCCCOC(C)=O,-0.050298
CCCCOC(C)=O,Cc1cccc(C)c1,-0.00839615
Cc1cccc(C)c1,CCCCOC(C)=O,-0.0692879
CCCCOC(C)=O,Cc1cccc(C)c1,-0.00374802
Cc1cccc(C)c1,CCCCOC(C)=O,-0.0692879
CCCCOC(C)=O,Cc1cccc(C)c1,-0.00374802
Cc1cccc(C)c1,CCCCOC(C)=O,-0.0959307
CCCCOC(C)=O,Cc1cccc(C)c1,-0.000741275
Cc1cccc(C)c1,CCCCOC(C)=O,-0.0959307
CCCCOC(C)=O,Cc1cccc(C)c1,-0.000741275
Cc1cccc(C)c1,C1COCCO1,0.00185827
C1COCCO1,Cc1cccc(C)c1,0.144801
Cc1cccc(C)c1,C1COCCO1,0.00485818
C1COCCO1,Cc1cccc(C)c1,0.123473
Cc1cccc(C)c1,C1COCCO1,0.00852357
C1COCCO1,Cc1cccc(C)c1,0.106646
Cc1cccc(C)c1,C1COCCO1,0.0145142
C1COCCO1,Cc1cccc(C)c1,0.0873422
Cc1cccc(C)c1,C1COCCO1,0.0222213
C1COCCO1,Cc1cccc(C)c1,0.069666
Cc1cccc(C)c1,C1COCCO1,0.0306262
C1COCCO1,Cc1cccc(C)c1,0.0552644
Cc1cccc(C)c1,C1COCCO1,0.0414778
C1COCCO1,Cc1cccc(C)c1,0.0411995
Cc1cccc(C)c1,C1COCCO1,0.0546302
C1COCCO1,Cc1cccc(C)c1,0.0285486
Cc1cccc(C)c1,C1COCCO1,0.0697033
C1COCCO1,Cc1cccc(C)c1,0.0180265
Cc1cccc(C)c1,C1COCCO1,0.0869939
C1COCCO1,Cc1cccc(C)c1,0.00964335
Cc1cccc(C)c1,C1COCCO1,0.104063
C1COCCO1,Cc1cccc(C)c1,0.00425095
Cc1cccc(C)c1,C1COCCO1,0.117258
C1COCCO1,Cc1cccc(C)c1,0.00167859
Cc1cccc(C)c1,C1COCCO1,0.128727
C1COCCO1,Cc1cccc(C)c1,0.000409916
Cc1cccc(C)c1,C1COCCO1,0.00165862
C1COCCO1,Cc1cccc(C)c1,0.129676
Cc1cccc(C)c1,C1COCCO1,0.00432065
C1COCCO1,Cc1cccc(C)c1,0.1107
Cc1cccc(C)c1,C1COCCO1,0.00758119
C1COCCO1,Cc1cccc(C)c1,0.0957464
Cc1cccc(C)c1,C1COCCO1,0.0129064
C1COCCO1,Cc1cccc(C)c1,0.0786171
Cc1cccc(C)c1,C1COCCO1,0.019734
C1COCCO1,Cc1cccc(C)c1,0.0629372
Cc1cccc(C)c1,C1COCCO1,0.0271871
C1COCCO1,Cc1cccc(C)c1,0.0501607
Cc1cccc(C)c1,C1COCCO1,0.0368236
C1COCCO1,Cc1cccc(C)c1,0.0376714
Cc1cccc(C)c1,C1COCCO1,0.048552
C1COCCO1,Cc1cccc(C)c1,0.0263985
Cc1cccc(C)c1,C1COCCO1,0.0621106
C1COCCO1,Cc1cccc(C)c1,0.0169358
Cc1cccc(C)c1,C1COCCO1,0.0779143
C1COCCO1,Cc1cccc(C)c1,0.00927684
Cc1cccc(C)c1,C1COCCO1,0.0939183
C1COCCO1,Cc1cccc(C)c1,0.00423104
Cc1cccc(C)c1,C1COCCO1,0.106754
C1COCCO1,Cc1cccc(C)c1,0.00172851
Cc1cccc(C)c1,C1COCCO1,0.118441
C1COCCO1,Cc1cccc(C)c1,0.000439903
Cc1cccc(C)c1,C1COCCO1,0.00145894
C1COCCO1,Cc1cccc(C)c1,0.11505
Cc1cccc(C)c1,C1COCCO1,0.00380276
C1COCCO1,Cc1cccc(C)c1,0.098351
Cc1cccc(C)c1,C1COCCO1,0.00666772
C1COCCO1,Cc1cccc(C)c1,0.0852047
Cc1cccc(C)c1,C1COCCO1,0.0113355
C1COCCO1,Cc1cccc(C)c1,0.0701695
Cc1cccc(C)c1,C1COCCO1,0.017329
C1COCCO1,Cc1cccc(C)c1,0.0564276
Cc1cccc(C)c1,C1COCCO1,0.023863
C1COCCO1,Cc1cccc(C)c1,0.0452315
Cc1cccc(C)c1,C1COCCO1,0.032322
C1COCCO1,Cc1cccc(C)c1,0.0342662
Cc1cccc(C)c1,C1COCCO1,0.0426763
C1COCCO1,Cc1cccc(C)c1,0.0243121
Cc1cccc(C)c1,C1COCCO1,0.0547628
C1COCCO1,Cc1cccc(C)c1,0.0158832
Cc1cccc(C)c1,C1COCCO1,0.0691249
C1COCCO1,Cc1cccc(C)c1,0.00893001
Cc1cccc(C)c1,C1COCCO1,0.0841113
C1COCCO1,Cc1cccc(C)c1,0.00421112
Cc1cccc(C)c1,C1COCCO1,0.0966003
C1COCCO1,Cc1cccc(C)c1,0.00177842
Cc1cccc(C)c1,C1COCCO1,0.108487
C1COCCO1,Cc1cccc(C)c1,0.00046989
Cc1cccc(C)c1,C1COCCO1,0.00126919
C1COCCO1,Cc1cccc(C)c1,0.100904
Cc1cccc(C)c1,C1COCCO1,0.00330453
C1COCCO1,Cc1cccc(C)c1,0.0863979
Cc1cccc(C)c1,C1COCCO1,0.00579319
C1COCCO1,Cc1cccc(C)c1,0.0750054
Cc1cccc(C)c1,C1COCCO1,0.00983151
C1COCCO1,Cc1cccc(C)c1,0.0619978
Cc1cccc(C)c1,C1COCCO1,0.014997
C1COCCO1,Cc1cccc(C)c1,0.0501321
Cc1cccc(C)c1,C1COCCO1,0.0206454
C1COCCO1,Cc1cccc(C)c1,0.0404603
Cc1cccc(C)c1,C1COCCO1,0.027975
C1COCCO1,Cc1cccc(C)c1,0.0309656
Cc1cccc(C)c1,C1COCCO1,0.0369971
C1COCCO1,Cc1cccc(C)c1,0.0222897
Cc1cccc(C)c1,C1COCCO1,0.0476562
C1COCCO1,Cc1cccc(C)c1,0.0148591
Cc1cccc(C)c1,C1COCCO1,0.0606246
C1COCCO1,Cc1cccc(C)c1,0.00858306
Cc1cccc(C)c1,C1COCCO1,0.0746157
C1COCCO1,Cc1cccc(C)c1,0.00418125
Cc1cccc(C)c1,C1COCCO1,0.0867738
C1COCCO1,Cc1cccc(C)c1,0.00181835
Cc1cccc(C)c1,C1COCCO1,0.0988584
C1COCCO1,Cc1cccc(C)c1,0.000499875
Cc1cccc(C)c1,C1COCCO1,0.00107942
C1COCCO1,Cc1cccc(C)c1,0.0872047
Cc1cccc(C)c1,C1COCCO1,0.002826
C1COCCO1,Cc1cccc(C)c1,0.0748291
Cc1cccc(C)c1,C1COCCO1,0.00493779
C1COCCO1,Cc1cccc(C)c1,0.0651321
Cc1cccc(C)c1,C1COCCO1,0.00836492
C1COCCO1,Cc1cccc(C)c1,0.0540904
Cc1cccc(C)c1,C1COCCO1,0.0127484
C1COCCO1,Cc1cccc(C)c1,0.044036
Cc1cccc(C)c1,C1COCCO1,0.0175255
C1COCCO1,Cc1cccc(C)c1,0.03584
Cc1cccc(C)c1,C1COCCO1,0.0237556
C1COCCO1,Cc1cccc(C)c1,0.0277708
Cc1cccc(C)c1,C1COCCO1,0.031489
C1COCCO1,Cc1cccc(C)c1,0.0203417
Cc1cccc(C)c1,C1COCCO1,0.0407868
C1COCCO1,Cc1cccc(C)c1,0.0138635
Cc1cccc(C)c1,C1COCCO1,0.0523932
C1COCCO1,Cc1cccc(C)c1,0.00825583
Cc1cccc(C)c1,C1COCCO1,0.0654319
C1COCCO1,Cc1cccc(C)c1,0.00416133
Cc1cccc(C)c1,C1COCCO1,0.0772573
C1COCCO1,Cc1cccc(C)c1,0.00186825
Cc1cccc(C)c1,C1COCCO1,0.089539
C1COCCO1,Cc1cccc(C)c1,0.00052986
Cc1cccc(C)c1,C1COCCO1,0.000909586
C1COCCO1,Cc1cccc(C)c1,0.0739287
Cc1cccc(C)c1,C1COCCO1,0.00235722
C1COCCO1,Cc1cccc(C)c1,0.0636225
Cc1cccc(C)c1,C1COCCO1,0.00411154
C1COCCO1,Cc1cccc(C)c1,0.0555671
Cc1cccc(C)c1,C1COCCO1,0.00694582
C1COCCO1,Cc1cccc(C)c1,0.046435
Cc1cccc(C)c1,C1COCCO1,0.010564
C1COCCO1,Cc1cccc(C)c1,0.038124
Cc1cccc(C)c1,C1COCCO1,0.0145142
C1COCCO1,Cc1cccc(C)c1,0.031363
Cc1cccc(C)c1,C1COCCO1,0.0196752
C1COCCO1,Cc1cccc(C)c1,0.0246829
Cc1cccc(C)c1,C1COCCO1,0.026155
C1COCCO1,Cc1cccc(C)c1,0.0184488
Cc1cccc(C)c1,C1COCCO1,0.0341212
C1COCCO1,Cc1cccc(C)c1,0.0129064
Cc1cccc(C)c1,C1COCCO1,0.0444187
C1COCCO1,Cc1cccc(C)c1,0.00793841
Cc1cccc(C)c1,C1COCCO1,0.0565316
C1COCCO1,Cc1cccc(C)c1,0.00414141
Cc1cccc(C)c1,C1COCCO1,0.0680511
C1COCCO1,Cc1cccc(C)c1,0.00190818
Cc1cccc(C)c1,C1COCCO1,0.0805103
C1COCCO1,Cc1cccc(C)c1,0.000559843
Cc1cccc(C)c1,Nc1ccccc1,0.0263303
Nc1ccccc1,Cc1cccc(C)c1,1.52808
Cc1cccc(C)c1,Nc1ccccc1,0.0948373
Nc1ccccc1,Cc1cccc(C)c1,1.13668
Cc1cccc(C)c1,Nc1ccccc1,0.200252
Nc1ccccc1,Cc1cccc(C)c1,0.819771
Cc1cccc(C)c1,Nc1ccccc1,0.344313
Nc1ccccc1,Cc1cccc(C)c1,0.552125
Cc1cccc(C)c1,Nc1ccccc1,0.527039
Nc1ccccc1,Cc1cccc(C)c1,0.328613
Cc1cccc(C)c1,Nc1ccccc1,0.737977
Nc1ccccc1,Cc1cccc(C)c1,0.155456
Cc1cccc(C)c1,Nc1ccccc1,0.947472
Nc1ccccc1,Cc1cccc(C)c1,0.0415449
Cc1cccc(C)c1,Nc1ccccc1,1.09795
Nc1ccccc1,Cc1cccc(C)c1,-0.0103756
Cc1cccc(C)c1,Nc1ccccc1,1.09518
Nc1ccccc1,Cc1cccc(C)c1,-0.0123489
Cc1cccc(C)c1,CCO,0.000389924
CCO,Cc1cccc(C)c1,-0.594204
Cc1cccc(C)c1,CCO,-0.0327949
CCO,Cc1cccc(C)c1,-0.518077
Cc1cccc(C)c1,CCO,-0.127841
CCO,Cc1cccc(C)c1,-0.39565
Cc1cccc(C)c1,CCO,-0.278677
CCO,Cc1cccc(C)c1,-0.274105
Cc1cccc(C)c1,CCO,-0.470234
CCO,Cc1cccc(C)c1,-0.172414
Cc1cccc(C)c1,CCO,-0.675901
CCO,Cc1cccc(C)c1,-0.0992459
Cc1cccc(C)c1,CCO,-0.889405
CCO,Cc1cccc(C)c1,-0.0491272
Cc1cccc(C)c1,CCO,-1.09475
CCO,Cc1cccc(C)c1,-0.019246
Cc1cccc(C)c1,CCO,-1.28588
CCO,Cc1cccc(C)c1,-0.00435045
Cc1cccc(C)c1,CO,-0.0260781
CO,Cc1cccc(C)c1,0.11423
Cc1cccc(C)c1,CO,-0.0574745
CO,Cc1cccc(C)c1,0.198031
Cc1cccc(C)c1,CO,-0.0487744
CO,Cc1cccc(C)c1,0.188411
Cc1cccc(C)c1,CO,-0.00689471
CO,Cc1cccc(C)c1,0.155045
Cc1cccc(C)c1,CO,0.0826301
CO,Cc1cccc(C)c1,0.107661
Cc1cccc(C)c1,CO,0.235665
CO,Cc1cccc(C)c1,0.05741
Cc1cccc(C)c1,CO,-0.0083427
CO,Cc1cccc(C)c1,-0.0351268
Cc1cccc(C)c1,CO,-0.0276261
CO,Cc1cccc(C)c1,0.0759235
Cc1cccc(C)c1,CO,-0.049205
CO,Cc1cccc(C)c1,0.142107
Cc1cccc(C)c1,CO,-0.0633488
CO,Cc1cccc(C)c1,0.169532
Cc1cccc(C)c1,CO,-0.0590464
CO,Cc1cccc(C)c1,0.165226
Cc1cccc(C)c1,CO,-0.0239843
CO,Cc1cccc(C)c1,0.137403
Cc1cccc(C)c1,CO,0.054384
CO,Cc1cccc(C)c1,0.0959918
Cc1cccc(C)c1,CO,0.190612
CO,Cc1cccc(C)c1,0.0513013
Cc1cccc(C)c1,CO,0.402588
CO,Cc1cccc(C)c1,0.0147605
Cc1cccc(C)c1,CO,-0.00860693
CO,Cc1cccc(C)c1,-0.0524972
Cc1cccc(C)c1,CO,-0.0283892
CO,Cc1cccc(C)c1,0.0614713
Cc1cccc(C)c1,CO,-0.0505052
CO,Cc1cccc(C)c1,0.129281
Cc1cccc(C)c1,CO,-0.0653196
CO,Cc1cccc(C)c1,0.157952
Cc1cccc(C)c1,CO,-0.0621978
CO,Cc1cccc(C)c1,0.15507
Cc1cccc(C)c1,CO,-0.0295287
CO,Cc1cccc(C)c1,0.129167
Cc1cccc(C)c1,CO,0.0442944
CO,Cc1cccc(C)c1,0.0901606
Cc1cccc(C)c1,CO,0.172549
CO,Cc1cccc(C)c1,0.0480852
Cc1cccc(C)c1,CO,0.371384
CO,Cc1cccc(C)c1,0.0137944
Cc1cccc(C)c1,CO,-0.00890251
CO,Cc1cccc(C)c1,-0.0669692
Cc1cccc(C)c1,CO,-0.0291642
CO,Cc1cccc(C)c1,0.0498372
Cc1cccc(C)c1,CO,-0.0516344
CO,Cc1cccc(C)c1,0.118751
Cc1cccc(C)c1,CO,-0.0667254
CO,Cc1cccc(C)c1,0.147946
Cc1cccc(C)c1,CO,-0.0642079
CO,Cc1cccc(C)c1,0.145779
Cc1cccc(C)c1,CO,-0.03326
CO,Cc1cccc(C)c1,0.121244
Cc1cccc(C)c1,CO,0.0366212
CO,Cc1cccc(C)c1,0.0843136
Cc1cccc(C)c1,CO,0.157175
CO,Cc1cccc(C)c1,0.0447535
Cc1cccc(C)c1,CO,0.342532
CO,Cc1cccc(C)c1,0.0127681
Cc1cccc(C)c1,CO,-0.00922542
CO,Cc1cccc(C)c1,-0.0787889
Cc1cccc(C)c1,CO,-0.029948
CO,Cc1cccc(C)c1,0.0407868
Cc1cccc(C)c1,CO,-0.0526047
CO,Cc1cccc(C)c1,0.110324
Cc1cccc(C)c1,CO,-0.0676163
CO,Cc1cccc(C)c1,0.139371
Cc1cccc(C)c1,CO,-0.0651787
CO,Cc1cccc(C)c1,0.137281
Cc1cccc(C)c1,CO,-0.0353412
CO,Cc1cccc(C)c1,0.113614
