mol1,mol2,Property
CCCCCCCCO,COC(=O)OC,-0.358517
COC(=O)OC,CCCCCCCCO,-0.0569006
CCCCCCCCO,COC(=O)OC,-0.571383
COC(=O)OC,CCCCCCCCO,-0.0209305
CCCCCCCCO,COC(=O)OC,-0.00281997
COC(=O)OC,CCCCCCCCO,-1.16876
CCCCCCCCO,COC(=O)OC,-0.0153878
COC(=O)OC,CCCCCCCCO,-0.969141
CCCCCCCCO,COC(=O)OC,-0.0674837
COC(=O)OC,CCCCCCCCO,-0.632325
CCCCCCCCO,COC(=O)OC,-0.13937
COC(=O)OC,CCCCCCCCO,-0.404011
CCCCCCCCO,COC(=O)OC,-0.193511
COC(=O)OC,CCCCCCCCO,-0.2981
CCCCCCCCO,COC(=O)OC,-0.242134
COC(=O)OC,CCCCCCCCO,-0.233335
CCCCCCCCO,COC(=O)OC,-0.250755
COC(=O)OC,CCCCCCCCO,-0.224373
CCCCCCCCO,COC(=O)OC,-0.294011
COC(=O)OC,CCCCCCCCO,-0.188803
CCCCCCCCO,COC(=O)OC,-0.372053
COC(=O)OC,CCCCCCCCO,-0.147888
CCCCCCCCO,COC(=O)OC,-0.547944
COC(=O)OC,CCCCCCCCO,-0.0924092
CCCCCCCCO,COC(=O)OC,-0.914238
COC(=O)OC,CCCCCCCCO,-0.0322629
CCCCCCCCO,COC(=O)OC,-1.21679
COC(=O)OC,CCCCCCCCO,-0.00911845
CCCCCCCCO,COC(=O)OC,-0.00128082
COC(=O)OC,CCCCCCCCO,-1.08471
CCCCCCCCO,COC(=O)OC,-0.00899937
COC(=O)OC,CCCCCCCCO,-0.927468
CCCCCCCCO,COC(=O)OC,-0.0684534
COC(=O)OC,CCCCCCCCO,-0.543633
CCCCCCCCO,COC(=O)OC,-0.13196
COC(=O)OC,CCCCCCCCO,-0.360517
CCCCCCCCO,COC(=O)OC,-0.175471
COC(=O)OC,CCCCCCCCO,-0.280047
CCCCCCCCO,COC(=O)OC,-0.227046
COC(=O)OC,CCCCCCCCO,-0.214154
CCCCCCCCO,COC(=O)OC,-0.278061
COC(=O)OC,CCCCCCCCO,-0.171558
CCCCCCCCO,COC(=O)OC,-0.356649
COC(=O)OC,CCCCCCCCO,-0.129808
CCCCCCCCO,COC(=O)OC,-0.50951
COC(=O)OC,CCCCCCCCO,-0.0804164
CCCCCCCCO,COC(=O)OC,-0.807562
COC(=O)OC,CCCCCCCCO,-0.0292537
CCCCCCCCO,COC(=O)OC,-1.06223
COC(=O)OC,CCCCCCCCO,-0.00846775
CCCCCCCCO,COC(=O)OC,-0.00645177
COC(=O)OC,CCCCCCCCO,-0.824375
CCCCCCCCO,COC(=O)OC,-0.0327298
COC(=O)OC,CCCCCCCCO,-0.609575
CCCCCCCCO,COC(=O)OC,-0.0489529
COC(=O)OC,CCCCCCCCO,-0.531576
CCCCCCCCO,COC(=O)OC,-0.111364
COC(=O)OC,CCCCCCCCO,-0.342775
CCCCCCCCO,COC(=O)OC,-0.153644
COC(=O)OC,CCCCCCCCO,-0.264025
CCCCCCCCO,COC(=O)OC,-0.206595
COC(=O)OC,CCCCCCCCO,-0.196548
CCCCCCCCO,COC(=O)OC,-0.257784
COC(=O)OC,CCCCCCCCO,-0.153825
CCCCCCCCO,COC(=O)OC,-0.336711
COC(=O)OC,CCCCCCCCO,-0.11206
CCCCCCCCO,COC(=O)OC,-0.471076
COC(=O)OC,CCCCCCCCO,-0.0690297
CCCCCCCCO,COC(=O)OC,-0.7158
COC(=O)OC,CCCCCCCCO,-0.0264826
CCCCCCCCO,COC(=O)OC,-0.987921
COC(=O)OC,CCCCCCCCO,-0.0052397
CCCCCCCCO,COC(=O)OC,-1.29864
COC(=O)OC,CCCCCCCCO,-0.00984834
CCCCCCCCO,COC(=O)OC,-0.00958277
COC(=O)OC,CCCCCCCCO,-1.09427
CCCCCCCCO,COC(=O)OC,-0.0162229
COC(=O)OC,CCCCCCCCO,-1.01147
CCCCCCCCO,COC(=O)OC,-0.035134
COC(=O)OC,CCCCCCCCO,-0.850812
CCCCCCCCO,COC(=O)OC,-0.0750781
COC(=O)OC,CCCCCCCCO,-0.640196
CCCCCCCCO,COC(=O)OC,-0.144262
COC(=O)OC,CCCCCCCCO,-0.421578
CCCCCCCCO,COC(=O)OC,-0.211887
COC(=O)OC,CCCCCCCCO,-0.290671
CCCCCCCCO,COC(=O)OC,-0.262736
COC(=O)OC,CCCCCCCCO,-0.227514
CCCCCCCCO,COC(=O)OC,-0.298065
COC(=O)OC,CCCCCCCCO,-0.198502
CCCCCCCCO,COC(=O)OC,-0.369275
COC(=O)OC,CCCCCCCCO,-0.16062
CCCCCCCCO,COC(=O)OC,-0.528029
COC(=O)OC,CCCCCCCCO,-0.108374
CCCCCCCCO,COC(=O)OC,-0.908335
COC(=O)OC,CCCCCCCCO,-0.0411835
CCCCNCCCC,c1ccccc1,0.362662
c1ccccc1,CCCCNCCCC,4.00E-05
CCCCNCCCC,c1ccccc1,0.355869
c1ccccc1,CCCCNCCCC,0.000149989
CCCCNCCCC,c1ccccc1,0.348754
c1ccccc1,CCCCNCCCC,0.000329946
CCCCNCCCC,c1ccccc1,0.342312
c1ccccc1,CCCCNCCCC,0.000559843
CCCCNCCCC,c1ccccc1,0.335422
c1ccccc1,CCCCNCCCC,0.000879613
CCCCNCCCC,c1ccccc1,0.327958
c1ccccc1,CCCCNCCCC,0.00129916
CCCCNCCCC,c1ccccc1,0.321344
c1ccccc1,CCCCNCCCC,0.00175845
CCCCNCCCC,c1ccccc1,0.313934
c1ccccc1,CCCCNCCCC,0.00234724
CCCCNCCCC,c1ccccc1,0.307455
c1ccccc1,CCCCNCCCC,0.00294566
CCCCNCCCC,c1ccccc1,0.362662
c1ccccc1,CCCCNCCCC,4.00E-05
CCCCNCCCC,c1ccccc1,0.355869
c1ccccc1,CCCCNCCCC,0.000149989
CCCCNCCCC,c1ccccc1,0.348754
c1ccccc1,CCCCNCCCC,0.000329946
CCCCNCCCC,c1ccccc1,0.342312
c1ccccc1,CCCCNCCCC,0.000559843
CCCCNCCCC,c1ccccc1,0.335422
c1ccccc1,CCCCNCCCC,0.000879613
CCCCNCCCC,c1ccccc1,0.327958
c1ccccc1,CCCCNCCCC,0.00129916
CCCCNCCCC,c1ccccc1,0.321344
c1ccccc1,CCCCNCCCC,0.00175845
CCCCNCCCC,c1ccccc1,0.313934
c1ccccc1,CCCCNCCCC,0.00234724
CCCCNCCCC,c1ccccc1,0.307455
c1ccccc1,CCCCNCCCC,0.00294566
CCCCCCCCCCC,CCCCCCCCCCO,-0.517728
CCCCCCCCCCO,CCCCCCCCCCC,-0.0077167
CCCCCCCCCCC,CCCCCCCCCCO,-0.45787
CCCCCCCCCCO,CCCCCCCCCCC,-0.0318643
CCCCCCCCCCC,CCCCCCCCCCO,-0.235638
CCCCCCCCCCO,CCCCCCCCCCC,-0.268232
CCCCCCCCCCC,CCCCCCCCCCO,-0.110533
CCCCCCCCCCO,CCCCCCCCCCC,-0.501618
CCCCCCCCCCC,CCCCCCCCCCO,-0.0263573
CCCCCCCCCCO,CCCCCCCCCCC,-0.752116
CCCCCCCCCCC,CCCCCCCCCCO,0.00345403
CCCCCCCCCCO,CCCCCCCCCCC,-0.907946
CCCCCCCCCCC,CCCCCCCCCCO,-0.544119
CCCCCCCCCCO,CCCCCCCCCCC,-0.00408433
CCCCCCCCCCC,CCCCCCCCCCO,-0.521585
CCCCCCCCCCO,CCCCCCCCCCC,-0.00780034
CCCCCCCCCCC,CCCCCCCCCCO,-0.494769
CCCCCCCCCCO,CCCCCCCCCCC,-0.0172418
CCCCCCCCCCC,CCCCCCCCCCO,-0.432538
CCCCCCCCCCO,CCCCCCCCCCC,-0.0515323
CCCCCCCCCCC,CCCCCCCCCCO,-0.327926
CCCCCCCCCCO,CCCCCCCCCCC,-0.137896
CCCCCCCCCCC,CCCCCCCCCCO,-0.205628
CCCCCCCCCCO,CCCCCCCCCCC,-0.288241
CCCCCCCCCCC,CCCCCCCCCCO,-0.0231857
CCCCCCCCCCO,CCCCCCCCCCC,-0.707546
CCCCCCCCCCC,CCCCCCCCCCO,0.00217763
CCCCCCCCCCO,CCCCCCCCCCC,-0.840571
CCCCCCCCCCC,CCCCCCCCCCO,-0.562809
CCCCCCCCCCO,CCCCCCCCCCC,-0.00232971
CCCCCCCCCCC,CCCCCCCCCCO,-0.530999
CCCCCCCCCCO,CCCCCCCCCCC,-0.00806443
CCCCCCCCCCC,CCCCCCCCCCO,-0.479719
CCCCCCCCCCO,CCCCCCCCCCC,-0.0257394
CCCCCCCCCCC,CCCCCCCCCCO,-0.400369
CCCCCCCCCCO,CCCCCCCCCCC,-0.0690211
CCCCCCCCCCC,CCCCCCCCCCO,-0.292449
CCCCCCCCCCO,CCCCCCCCCCC,-0.157655
CCCCCCCCCCC,CCCCCCCCCCO,-0.179599
CCCCCCCCCCO,CCCCCCCCCCC,-0.296007
CCCCCCCCCCC,CCCCCCCCCCO,-0.0832947
CCCCCCCCCCO,CCCCCCCCCCC,-0.475035
CCCCCCCCCCC,CCCCCCCCCCO,-0.022353
CCCCCCCCCCO,CCCCCCCCCCC,-0.656204
CCCCCCCCCCC,CCCCCCCCCCO,0.000299955
CCCCCCCCCCO,CCCCCCCCCCC,-0.776346
CCCCCCCCCCC,CCCCCCCCCCO,-0.574002
CCCCCCCCCCO,CCCCCCCCCCC,-0.00203006
CCCCCCCCCCC,CCCCCCCCCCO,-0.525312
CCCCCCCCCCO,CCCCCCCCCCC,-0.0109386
CCCCCCCCCCC,CCCCCCCCCCO,-0.453593
CCCCCCCCCCO,CCCCCCCCCCC,-0.0353992
CCCCCCCCCCC,CCCCCCCCCCO,-0.363956
CCCCCCCCCCO,CCCCCCCCCCC,-0.0839883
CCCCCCCCCCC,CCCCCCCCCCO,-0.258376
CCCCCCCCCCO,CCCCCCCCCCC,-0.170361
CCCCCCCCCCC,CCCCCCCCCCO,-0.157349
CCCCCCCCCCO,CCCCCCCCCCC,-0.29394
CCCCCCCCCCC,CCCCCCCCCCO,-0.0750771
CCCCCCCCCCO,CCCCCCCCCCC,-0.446726
CCCCCCCCCCC,CCCCCCCCCCO,-0.0232103
CCCCCCCCCCO,CCCCCCCCCCC,-0.601119
CCCCCCCCCCC,CCCCCCCCCCO,-0.00192986
CCCCCCCCCCO,CCCCCCCCCCC,-0.715953
CCCCCCCCCCC,CCCCCCCCCCO,-0.507697
CCCCCCCCCCO,CCCCCCCCCCC,-0.0155686
CCCCCCCCCCC,CCCCCCCCCCO,-0.419721
CCCCCCCCCCO,CCCCCCCCCCC,-0.0453416
CCCCCCCCCCC,CCCCCCCCCCO,-0.325547
CCCCCCCCCCO,CCCCCCCCCCC,-0.0961508
CCCCCCCCCCC,CCCCCCCCCCO,-0.226556
CCCCCCCCCCO,CCCCCCCCCCC,-0.176868
CCCCCCCCCCC,CCCCCCCCCCO,-0.138684
CCCCCCCCCCO,CCCCCCCCCCC,-0.284155
CCCCCCCCCCC,CCCCCCCCCCO,-0.069572
CCCCCCCCCCO,CCCCCCCCCCC,-0.412447
CCCCCCCCCCC,CCCCCCCCCCO,-0.0251937
CCCCCCCCCCO,CCCCCCCCCCC,-0.544905
CCCCCCCCCCC,CCCCCCCCCCO,-0.00427914
CCCCCCCCCCO,CCCCCCCCCCC,-0.659962
CCCCCCCCCCC,CCCCCCCCCCO,-0.480946
CCCCCCCCCCO,CCCCCCCCCCC,-0.0212104
CCCCCCCCCCC,CCCCCCCCCCO,-0.381
CCCCCCCCCCO,CCCCCCCCCCC,-0.0548142
CCCCCCCCCCC,CCCCCCCCCCO,-0.287085
CCCCCCCCCCO,CCCCCCCCCCC,-0.105281
CCCCCCCCCCC,CCCCCCCCCCO,-0.123425
CCCCCCCCCCO,CCCCCCCCCCC,-0.268502
CCCCCCCCCCC,CCCCCCCCCCO,-0.0662125
CCCCCCCCCCO,CCCCCCCCCCC,-0.374737
CCCCCCCCCCC,CCCCCCCCCCO,-0.0278143
CCCCCCCCCCO,CCCCCCCCCCC,-0.489821
CCCCCCCCCCC,CCCCCCCCCCO,-0.00656047
CCCCCCCCCCO,CCCCCCCCCCC,-0.608845
CCCCCCCCCCC,CCCCCCCCCCO,-0.447503
CCCCCCCCCCO,CCCCCCCCCCC,-0.0272201
CCCCCCCCCCC,CCCCCCCCCCO,-0.339951
CCCCCCCCCCO,CCCCCCCCCCC,-0.0631667
CCCCCCCCCCC,CCCCCCCCCCO,-0.250246
CCCCCCCCCCO,CCCCCCCCCCC,-0.111192
CCCCCCCCCCC,CCCCCCCCCCO,-0.1114
CCCCCCCCCCO,CCCCCCCCCCC,-0.248609
CCCCCCCCCCC,CCCCCCCCCCO,-0.0645001
CCCCCCCCCCO,CCCCCCCCCCC,-0.335804
CCCCCCCCCCC,CCCCCCCCCCO,-0.0306458
CCCCCCCCCCO,CCCCCCCCCCC,-0.437812
CCCCCCCCCCC,CCCCCCCCCCO,-0.00860895
CCCCCCCCCCO,CCCCCCCCCCC,-0.562984
CCCCCCCCCCC,CCCCCCCCCCO,-0.409515
CCCCCCCCCCO,CCCCCCCCCCC,-0.0330378
CCCCCCCCCCC,CCCCCCCCCCO,-0.298767
CCCCCCCCCCO,CCCCCCCCCCC,-0.0698432
CCCCCCCCCCC,CCCCCCCCCCO,-0.216473
CCCCCCCCCCO,CCCCCCCCCCC,-0.11374
CCCCCCCCCCC,CCCCCCCCCCO,-0.102448
CCCCCCCCCCO,CCCCCCCCCCC,-0.225897
CCCCCCCCCCC,CCCCCCCCCCO,-0.0639979
CCCCCCCCCCO,CCCCCCCCCCC,-0.297561
CCCCCCCCCCC,CCCCCCCCCCO,-0.03332
CCCCCCCCCCO,CCCCCCCCCCC,-0.390541
CCCCCCCCCCC,CCCCCCCCCCO,-0.0102847
CCCCCCCCCCO,CCCCCCCCCCC,-0.522696
CCCCCCCCCCC,CCCCCCCCCCO,-0.368857
CCCCCCCCCCO,CCCCCCCCCCC,-0.0381797
CCCCCCCCCCC,CCCCCCCCCCO,-0.259345
CCCCCCCCCCO,CCCCCCCCCCC,-0.0743691
CCCCCCCCCCC,CCCCCCCCCCO,-0.187001
CCCCCCCCCCO,CCCCCCCCCCC,-0.112814
CCCCCCCCCCC,CCCCCCCCCCO,-0.134612
CCCCCCCCCCO,CCCCCCCCCCC,-0.155088
CCCCCCCCCCC,CCCCCCCCCCO,-0.0964151
CCCCCCCCCCO,CCCCCCCCCCC,-0.201613
CCCCCCCCCCC,CCCCCCCCCCO,-0.064322
CCCCCCCCCCO,CCCCCCCCCCC,-0.261662
CCCCCCCCCCC,CCCCCCCCCCO,-0.0355173
CCCCCCCCCCO,CCCCCCCCCCC,-0.349434
CCCCCCCCCCC,CCCCCCCCCCO,-0.0114655
CCCCCCCCCCO,CCCCCCCCCCC,-0.488223
CCCCCCCCCCC,CCCCCCCCCCO,-0.49571
CCCCCCCCCCO,CCCCCCCCCCC,-0.0130873
CCCCCCCCCCC,CCCCCCCCCCO,-0.32717
CCCCCCCCCCO,CCCCCCCCCCC,-0.0422282
CCCCCCCCCCC,CCCCCCCCCCO,-0.223329
CCCCCCCCCCO,CCCCCCCCCCC,-0.0763412
CCCCCCCCCCC,CCCCCCCCCCO,-0.162887
CCCCCCCCCCO,CCCCCCCCCCC,-0.10833
CCCCCCCCCCC,CCCCCCCCCCO,-0.122823
CCCCCCCCCCO,CCCCCCCCCCC,-0.140608
CCCCCCCCCCC,CCCCCCCCCCO,-0.0931564
CCCCCCCCCCO,CCCCCCCCCCC,-0.176845
CCCCCCCCCCC,CCCCCCCCCCO,-0.0651339
CCCCCCCCCCO,CCCCCCCCCCC,-0.229538
CCCCCCCCCCC,CCCCCCCCCCO,-0.0369649
CCCCCCCCCCO,CCCCCCCCCCC,-0.315702
CCCCCCCCCCC,CCCCCCCCCCO,-0.0120503
CCCCCCCCCCO,CCCCCCCCCCC,-0.459756
CCCCCCCCCCC,CCCCCCCCCCO,-0.460445
CCCCCCCCCCO,CCCCCCCCCCC,-0.0148923
CCCCCCCCCCC,CCCCCCCCCCO,-0.285889
CCCCCCCCCCO,CCCCCCCCCCC,-0.0448248
CCCCCCCCCCC,CCCCCCCCCCO,-0.192132
CCCCCCCCCCO,CCCCCCCCCCC,-0.0754199
CCCCCCCCCCC,CCCCCCCCCCO,-0.145028
CCCCCCCCCCO,CCCCCCCCCCC,-0.100234
CCCCCCCCCCC,CCCCCCCCCCO,-0.116188
CCCCCCCCCCO,CCCCCCCCCCC,-0.123474
CCCCCCCCCCC,CCCCCCCCCCO,-0.0925353
CCCCCCCCCCO,CCCCCCCCCCC,-0.152539
CCCCCCCCCCC,CCCCCCCCCCO,-0.0661398
CCCCCCCCCCO,CCCCCCCCCCC,-0.202412
CCCCCCCCCCC,CCCCCCCCCCO,-0.0374246
CCCCCCCCCCO,CCCCCCCCCCC,-0.290368
CCCCCCCCCCC,CCCCCCCCCCO,-0.0119521
CCCCCCCCCCO,CCCCCCCCCCC,-0.437439
CCCCCCCCCCC,CCCCCCCCCCO,-0.4194
CCCCCCCCCCO,CCCCCCCCCCC,-0.0162361
CCCCCCCCCCC,CCCCCCCCCCO,-0.24626
CCCCCCCCCCO,CCCCCCCCCCC,-0.0456629
CCCCCCCCCCC,CCCCCCCCCCO,-0.16697
CCCCCCCCCCO,CCCCCCCCCCC,-0.0713188
CCCCCCCCCCC,CCCCCCCCCCO,-0.134184
CCCCCCCCCCO,CCCCCCCCCCC,-0.0884859
CCCCCCCCCCC,CCCCCCCCCCO,-0.114935
CCCCCCCCCCO,CCCCCCCCCCC,-0.10408
CCCCCCCCCCC,CCCCCCCCCCO,-0.0944217
CCCCCCCCCCO,CCCCCCCCCCC,-0.129523
CCCCCCCCCCC,CCCCCCCCCCO,-0.0670815
CCCCCCCCCCO,CCCCCCCCCCC,-0.181338
CCCCCCCCCCC,CCCCCCCCCCO,-0.0366961
CCCCCCCCCCO,CCCCCCCCCCC,-0.274297
CCCCCCCCCCC,CCCCCCCCCCO,-0.0110963
CCCCCCCCCCO,CCCCCCCCCCC,-0.42137
CCCCCCCCCCC,CCCCCCCCCCO,-0.372785
CCCCCCCCCCO,CCCCCCCCCCC,-0.0169976
CCCCCCCCCCC,CCCCCCCCCCO,-0.20937
CCCCCCCCCCO,CCCCCCCCCCC,-0.0444787
CCCCCCCCCCC,CCCCCCCCCCO,-0.148885
CCCCCCCCCCO,CCCCCCCCCCC,-0.0638017
CCCCCCCCCCC,CCCCCCCCCCO,-0.130991
CCCCCCCCCCO,CCCCCCCCCCC,-0.0730719
CCCCCCCCCCC,CCCCCCCCCCO,-0.119245
CCCCCCCCCCO,CCCCCCCCCCC,-0.0827818
CCCCCCCCCCC,CCCCCCCCCCO,-0.0986928
CCCCCCCCCCO,CCCCCCCCCCC,-0.108515
CCCCCCCCCCC,CCCCCCCCCCO,-0.067734
CCCCCCCCCCO,CCCCCCCCCCC,-0.167212
CCCCCCCCCCC,CCCCCCCCCCO,-0.034607
CCCCCCCCCCO,CCCCCCCCCCC,-0.268205
CCCCCCCCCCC,CCCCCCCCCCO,-0.00942225
CCCCCCCCCCO,CCCCCCCCCCC,-0.411617
CCCCCCCCCCC,CCCCCCCCCCO,-0.320799
CCCCCCCCCCO,CCCCCCCCCCC,-0.0170739
CCCCCCCCCCC,CCCCCCCCCCO,-0.17616
CCCCCCCCCCO,CCCCCCCCCCC,-0.0410533
CCCCCCCCCCC,CCCCCCCCCCO,-0.13876
CCCCCCCCCCO,CCCCCCCCCCC,-0.0526711
CCCCCCCCCCC,CCCCCCCCCCO,-0.135978
CCCCCCCCCCO,CCCCCCCCCCC,-0.0539896
CCCCCCCCCCC,CCCCCCCCCCO,-0.129256
CCCCCCCCCCO,CCCCCCCCCCC,-0.0598944
CCCCCCCCCCC,CCCCCCCCCCO,-0.105232
CCCCCCCCCCO,CCCCCCCCCCC,-0.0901348
CCCCCCCCCCC,CCCCCCCCCCO,-0.0678999
CCCCCCCCCCO,CCCCCCCCCCC,-0.160792
CCCCCCCCCCC,CCCCCCCCCCO,-0.0310119
CCCCCCCCCCO,CCCCCCCCCCC,-0.272683
CCCCCCCCCCC,CCCCCCCCCCO,-0.00688062
CCCCCCCCCCO,CCCCCCCCCCC,-0.40821
CCCCCCCCCCC,CCCCCCCCCCO,-0.26364
CCCCCCCCCCO,CCCCCCCCCCC,-0.0163794
CCCCCCCCCCC,CCCCCCCCCCO,-0.14744
CCCCCCCCCCO,CCCCCCCCCCC,-0.0351983
CCCCCCCCCCC,CCCCCCCCCCO,-0.137342
CCCCCCCCCCO,CCCCCCCCCCC,-0.0377704
CCCCCCCCCCC,CCCCCCCCCCO,-0.149581
CCCCCCCCCCO,CCCCCCCCCCC,-0.0312502
CCCCCCCCCCC,CCCCCCCCCCO,-0.145065
CCCCCCCCCCO,CCCCCCCCCCC,-0.0357018
CCCCCCCCCCC,CCCCCCCCCCO,-0.113929
CCCCCCCCCCO,CCCCCCCCCCC,-0.0749165
CCCCCCCCCCC,CCCCCCCCCCO,-0.0674109
CCCCCCCCCCO,CCCCCCCCCCC,-0.162718
CCCCCCCCCCC,CCCCCCCCCCO,-0.0257897
CCCCCCCCCCO,CCCCCCCCCCC,-0.288213
CCCCCCCCCCC,CCCCCCCCCCO,-0.00342887
CCCCCCCCCCO,CCCCCCCCCCC,-0.411157
CCCCCCCCCCC,CCCCCCCCCCO,-0.201499
CCCCCCCCCCO,CCCCCCCCCCC,-0.0148365
CCCCCCCCCCC,CCCCCCCCCCO,-0.12391
CCCCCCCCCCO,CCCCCCCCCCC,-0.0267599
CCCCCCCCCCC,CCCCCCCCCCO,-0.145258
CCCCCCCCCCO,CCCCCCCCCCC,-0.0189749
CCCCCCCCCCC,CCCCCCCCCCO,-0.17215
CCCCCCCCCCO,CCCCCCCCCCC,-0.00487888
CCCCCCCCCCC,CCCCCCCCCCO,-0.166741
CCCCCCCCCCO,CCCCCCCCCCC,-0.0104585
CCCCCCCCCCC,CCCCCCCCCCO,-0.12468
CCCCCCCCCCO,CCCCCCCCCCC,-0.0633211
CCCCCCCCCCC,CCCCCCCCCCO,-0.0661184
CCCCCCCCCCO,CCCCCCCCCCC,-0.173519
CCCCCCCCCCC,CCCCCCCCCCO,-0.0188363
CCCCCCCCCCO,CCCCCCCCCCC,-0.315179
CCCCCCCCCCC,CCCCCCCCCCO,0.000959539
CCCCCCCCCCO,CCCCCCCCCCC,-0.420443
CCCCCCCCCCC,CCCCCCCCCCO,-0.134566
CCCCCCCCCCO,CCCCCCCCCCC,-0.0123864
CCCCCCCCCCC,CCCCCCCCCCO,-0.106169
CCCCCCCCCCO,CCCCCCCCCCC,-0.0156092
CCCCCCCCCCC,CCCCCCCCCCO,-0.163028
CCCCCCCCCCO,CCCCCCCCCCC,0.00381272
CCCCCCCCCCC,CCCCCCCCCCO,-0.203965
CCCCCCCCCCO,CCCCCCCCCCC,0.0250925
CCCCCCCCCCC,CCCCCCCCCCO,-0.194322
CCCCCCCCCCO,CCCCCCCCCCC,0.0156076
CCCCCCCCCCC,CCCCCCCCCCO,-0.137387
CCCCCCCCCCO,CCCCCCCCCCC,-0.0557421
CCCCCCCCCCC,CCCCCCCCCCO,-0.0638955
CCCCCCCCCCO,CCCCCCCCCCC,-0.193636
CCCCCCCCCCC,CCCCCCCCCCO,-0.0100705
CCCCCCCCCCO,CCCCCCCCCCC,-0.35388
CCCCCCCCCCC,CCCCCCCCCCO,0.00632992
CCCCCCCCCCO,CCCCCCCCCCC,-0.436029
CCCCCCCCCCC,CCCO,-0.240043
CCCO,CCCCCCCCCCC,-0.109041
CCCCCCCCCCC,CCCO,-0.156828
CCCO,CCCCCCCCCCC,-0.153119
CCCCCCCCCCC,CCCO,-0.112088
CCCO,CCCCCCCCCCC,-0.189142
CCCCCCCCCCC,CCCO,-0.0857801
CCCO,CCCCCCCCCCC,-0.221144
CCCCCCCCCCC,CCCO,-0.0643604
CCCO,CCCCCCCCCCC,-0.261191
CCCCCCCCCCC,CCCO,-0.0388053
CCCO,CCCCCCCCCCC,-0.339284
CCCCCCCCCCC,CCCO,-0.0141294
CCCO,CCCCCCCCCCC,-0.481612
CCCCCCCCCCC,CCCO,-0.605693
CCCO,CCCCCCCCCCC,-0.0184634
CCCCCCCCCCC,CCCO,-0.366522
CCCO,CCCCCCCCCCC,-0.0598827
CCCCCCCCCCC,CCCO,-0.224832
CCCO,CCCCCCCCCCC,-0.106398
CCCCCCCCCCC,CCCO,-0.147041
CCCO,CCCCCCCCCCC,-0.147555
CCCCCCCCCCC,CCCO,-0.106556
CCCO,CCCCCCCCCCC,-0.18012
CCCCCCCCCCC,CCCO,-0.0830328
CCCO,CCCCCCCCCCC,-0.208751
CCCCCCCCCCC,CCCO,-0.0630889
CCCO,CCCCCCCCCCC,-0.246106
CCCCCCCCCCC,CCCO,-0.0382794
CCCO,CCCCCCCCCCC,-0.322017
CCCCCCCCCCC,CCCO,-0.0139549
CCCO,CCCCCCCCCCC,-0.46237
CCCCCCCCCCC,CCCO,-0.57577
CCCO,CCCCCCCCCCC,-0.0183738
CCCCCCCCCCC,CCCO,-0.343082
CCCO,CCCCCCCCCCC,-0.0585914
CCCCCCCCCCC,CCCO,-0.209384
CCCO,CCCCCCCCCCC,-0.102419
CCCCCCCCCCC,CCCO,-0.138437
CCCO,CCCCCCCCCCC,-0.139908
CCCCCCCCCCC,CCCO,-0.10259
CCCO,CCCCCCCCCCC,-0.168725
CCCCCCCCCCC,CCCO,-0.0814628
CCCO,CCCCCCCCCCC,-0.194488
CCCCCCCCCCC,CCCO,-0.0623383
CCCO,CCCCCCCCCCC,-0.230383
CCCCCCCCCCC,CCCO,-0.0377476
CCCO,CCCCCCCCCCC,-0.305659
CCCCCCCCCCC,CCCO,-0.013668
CCCO,CCCCCCCCCCC,-0.444512
CCCCCCCCCCC,CCCO,-0.540376
CCCO,CCCCCCCCCCC,-0.0181752
CCCCCCCCCCC,CCCO,-0.317002
CCCO,CCCCCCCCCCC,-0.0566846
CCCCCCCCCCC,CCCO,-0.193769
CCCO,CCCCCCCCCCC,-0.0970055
CCCCCCCCCCC,CCCO,-0.131134
CCCO,CCCCCCCCCCC,-0.130053
CCCCCCCCCCC,CCCO,-0.100303
CCCO,CCCCCCCCCCC,-0.154839
CCCCCCCCCCC,CCCO,-0.0811482
CCCO,CCCCCCCCCCC,-0.178279
CCCCCCCCCCC,CCCO,-0.0621478
CCCO,CCCCCCCCCCC,-0.214013
CCCCCCCCCCC,CCCO,-0.0372222
CCCO,CCCCCCCCCCC,-0.290281
CCCCCCCCCCC,CCCO,-0.0132707
CCCO,CCCCCCCCCCC,-0.428172
CCCCCCCCCCC,CCCO,-0.774971
CCCO,CCCCCCCCCCC,-0.0270455
CCCCCCCCCCC,CCCO,-0.493641
CCCO,CCCCCCCCCCC,-0.0749068
CCCCCCCCCCC,CCCO,-0.360597
CCCO,CCCCCCCCCCC,-0.118304
CCCCCCCCCCC,CCCO,-0.285731
CCCO,CCCCCCCCCCC,-0.15829
CCCCCCCCCCC,CCCO,-0.222679
CCCO,CCCCCCCCCCC,-0.210151
CCCCCCCCCCC,CCCO,-0.155595
CCCO,CCCCCCCCCCC,-0.293004
CCCCCCCCCCC,CCCO,-0.0910128
CCCO,CCCCCCCCCCC,-0.413215
CCCCCCCCCCC,CCCO,-0.035707
CCCO,CCCCCCCCCCC,-0.578234
CCCCCCCCCCC,CCCO,-0.00681416
CCCO,CCCCCCCCCCC,-0.737126
CCCCCCCCCCC,CCCO,-0.7472
CCCO,CCCCCCCCCCC,-0.0243204
CCCCCCCCCCC,CCCO,-0.488808
CCCO,CCCCCCCCCCC,-0.0683784
CCCCCCCCCCC,CCCO,-0.361119
CCCO,CCCCCCCCCCC,-0.110129
